id,serviceType,subscriptionType,bd,location,spending,status,serviceRate,signUpDate
2385,Mobile,Economy,1953-02-07,Chernihiv,300,Active,5,2004-06-19
2386,Fixed Line,Economy,2021-06-23,Kharkiv,200,Active,2,2011-09-05
2387,Internet,Standard,1991-01-13,Kropyvnytskyi,100,Active,5,2018-02-28
2388,Mobile,Economy,1996-06-03,Odesa,700,Inactive,4,2011-10-29
2389,Fixed Line,Business,2007-01-29,Kropyvnytskyi,200,Active,5,2000-08-14
2390,Mobile,Economy,2015-06-24,Kyiv,100,Active,4,2005-06-18
2391,Fixed Line,Economy,2007-07-31,Chernihiv,200,Active,4,2003-03-11
2392,TV,Standard,1966-07-22,Kharkiv,300,Inactive,3,2000-09-25
2393,TV,Standard,1973-05-18,Mykolaiv,50,Inactive,5,2004-06-07
2394,Fixed Line,Economy,1945-05-03,Sumy,100,Active,5,2002-06-01
2395,Mobile,Standard,2012-12-06,Mykolaiv,500,Inactive,1,2002-04-28
2396,IoT,Standard,2009-08-07,Kyiv,200,Inactive,4,2000-07-17
2397,Mobile,Business,2022-06-26,Mykolaiv,200,Active,4,2021-02-11
2398,Internet,Economy,1944-08-05,Lviv,700,Active,4,2007-02-01
2399,Mobile,Special,2012-01-24,Kyiv,50,Active,2,2001-10-19
2400,IoT,Standard,2008-10-29,Lviv,300,Active,5,2013-08-29
2401,Fixed Line,Economy,1957-09-26,Kharkiv,200,Active,4,2016-03-13
2402,Fixed Line,Economy,2002-07-12,Ternopil,50,Active,5,2009-02-07
2403,Mobile,Standard,2000-02-20,Lviv,100,Active,5,2005-11-23
2404,Fixed Line,Economy,2017-09-11,Kyiv,300,Active,3,2002-08-02
2405,Fixed Line,Economy,2004-02-06,Cherkasy,50,Inactive,2,2003-02-13
2406,Internet,Economy,1954-06-17,Kropyvnytskyi,200,Active,5,2003-04-28
2407,Mobile,Standard,2000-08-09,Zaporizhzhia,900,Active,4,2016-04-08
2408,Mobile,Standard,2014-12-09,Chernihiv,300,Potential,1,2007-10-26
2409,Mobile,Economy,2022-02-19,Vinnytsia,200,Active,5,2001-11-21
2410,Mobile,Standard,2011-10-12,Sumy,100,Active,4,2005-05-13
2411,Mobile,Premium,1999-09-24,Kropyvnytskyi,200,Active,3,2004-12-07
2412,Mobile,Economy,2021-10-23,Vinnytsia,200,Inactive,4,2009-02-25
2413,Mobile,Business,1997-03-28,Dnipro,900,Active,5,2000-07-19
2414,Mobile,Standard,2002-09-17,Rivne,900,Inactive,2,2006-08-13
2415,Mobile,Special,1981-02-12,Kropyvnytskyi,200,Potential,4,2002-03-15
2416,TV,Economy,2022-03-14,Kyiv,100,Active,3,2000-10-04
2417,Internet,Special,1981-06-11,Zaporizhzhia,700,Active,5,2007-03-16
2418,Mobile,Standard,2002-11-10,Sumy,300,Active,5,2002-03-16
2419,Internet,Standard,2010-05-01,Vinnytsia,200,Active,4,2007-03-04
2420,Internet,Standard,1930-12-01,Dnipro,200,Active,5,2000-12-20
2421,TV,Economy,2018-03-24,Cherkasy,200,Inactive,4,2023-05-07
2422,Mobile,Business,2001-08-30,Odesa,700,Active,4,2008-11-27
2423,Mobile,Standard,2012-05-27,Odesa,100,Active,5,2001-11-13
2424,IoT,Economy,2002-06-24,Kropyvnytskyi,500,Active,4,2007-05-22
2425,Mobile,Economy,2001-01-01,Poltava,50,Active,5,2000-10-18
2426,Mobile,Economy,2020-06-08,Zhytomyr,700,Active,5,2005-10-20
2427,Mobile,Standard,1993-05-17,Mykolaiv,200,Active,2,2000-05-02
2428,Mobile,Standard,1995-06-13,Cherkasy,100,Inactive,5,2002-03-22
2429,IoT,Standard,1982-10-30,Rivne,50,Active,3,2021-01-05
2430,Mobile,Economy,2020-05-26,Odesa,200,Potential,4,2000-09-14
2431,TV,Standard,2013-05-06,Poltava,100,Potential,4,2004-12-24
2432,IoT,Standard,1994-04-02,Zaporizhzhia,300,Active,5,2000-05-26
2433,Internet,Economy,2018-12-23,Poltava,100,Active,3,2006-01-22
2434,Mobile,Economy,1992-01-05,Kyiv,50,Active,5,2001-10-15
2435,Mobile,Economy,2021-05-03,Odesa,200,Active,5,2002-01-12
2436,Mobile,Business,2011-11-02,Odesa,200,Active,2,2002-04-04
2437,Mobile,Premium,1971-08-28,Zaporizhzhia,200,Active,5,2001-04-04
2438,Internet,Special,1982-04-01,Kropyvnytskyi,200,Active,3,2015-07-23
2439,Mobile,Economy,1994-09-01,Chernivtsi,200,Active,2,2012-12-08
2440,TV,Business,1967-01-18,Lviv,200,Active,5,2011-03-04
2441,Internet,Standard,1989-03-07,Odesa,100,Active,4,2000-08-13
2442,Internet,Standard,2002-12-11,Kyiv,100,Active,4,2001-06-15
2443,TV,Economy,1928-01-01,Dnipro,100,Active,4,2005-03-09
2444,Mobile,Premium,1990-07-04,Mykolaiv,300,Potential,3,2019-04-09
2445,Mobile,Business,1997-10-27,Khmelnytskyi,200,Active,5,2005-01-30
2446,Mobile,Economy,2008-08-10,Lviv,200,Potential,1,2002-03-03
2447,Mobile,Economy,1959-04-17,Odesa,300,Active,3,2009-04-23
2448,Internet,Standard,2013-05-28,Lviv,200,Active,5,2000-10-18
2449,Mobile,Special,2022-10-01,Odesa,200,Active,5,2011-09-09
2450,Mobile,Premium,2017-01-02,Mykolaiv,50,Inactive,4,2020-02-17
2451,IoT,Economy,2019-10-30,Cherkasy,300,Active,3,2018-10-15
2452,Mobile,Standard,2012-06-26,Sumy,300,Potential,4,2000-11-15
2453,Internet,Economy,1975-02-22,Zaporizhzhia,500,Active,5,2004-05-14
2454,Mobile,Business,1994-02-20,Lviv,500,Active,2,2004-10-24
2455,Mobile,Premium,2017-12-07,Lviv,300,Active,2,2001-03-09
2456,Internet,Standard,1980-06-05,Kyiv,500,Inactive,5,2004-05-01
2457,TV,Economy,2003-10-17,Sumy,200,Potential,4,2005-09-10
2458,Mobile,Business,2003-04-27,Rivne,200,Active,2,2002-03-08
2459,Mobile,Standard,2010-09-11,Ternopil,700,Inactive,2,2002-01-28
2460,Mobile,Special,1968-04-03,Kyiv,700,Inactive,5,2000-05-04
2461,Mobile,Standard,2012-07-05,Ternopil,200,Active,4,2017-03-17
2462,Mobile,Business,2020-04-18,Kyiv,200,Active,3,2008-11-29
2463,Internet,Business,2013-02-17,Kyiv,500,Active,5,2007-10-20
2464,Mobile,Economy,1988-08-07,Kharkiv,200,Active,5,2000-02-14
2465,Mobile,Special,1993-08-29,Kharkiv,100,Inactive,1,2005-05-11
2466,Internet,Economy,2017-04-20,Mykolaiv,300,Active,4,2001-02-02
2467,Mobile,Premium,2019-10-04,Chernihiv,50,Inactive,3,2005-12-07
2468,Mobile,Special,1993-05-25,Kyiv,200,Inactive,4,2005-04-25
2469,IoT,Economy,1992-02-12,Lviv,500,Inactive,3,2010-06-17
2470,Mobile,Standard,2010-07-09,Odesa,100,Active,3,2001-08-12
2471,Fixed Line,Standard,1972-05-06,Kyiv,700,Active,4,2000-02-25
2472,Mobile,Premium,1928-01-01,Odesa,900,Active,4,2013-06-10
2473,Mobile,Business,2016-09-12,Ivano-Frankivsk,500,Potential,4,2013-02-06
2474,Mobile,Standard,1999-06-11,Lviv,900,Active,2,2003-05-02
2475,Mobile,Business,2022-11-09,Mykolaiv,200,Active,5,2000-06-11
2476,Mobile,Economy,1988-10-27,Kharkiv,200,Active,3,2003-10-10
2477,Mobile,Economy,2008-05-10,Odesa,500,Active,4,2004-01-24
2478,TV,Standard,2017-02-14,Dnipro,200,Active,2,2009-06-10
2479,Internet,Standard,1984-10-20,Uzhhorod,200,Active,5,2006-11-30
2480,Mobile,Economy,1977-06-10,Kharkiv,300,Active,2,2000-05-26
2481,Internet,Standard,2019-10-11,Kyiv,300,Potential,3,2006-09-09
2482,TV,Economy,2021-11-09,Khmelnytskyi,300,Active,4,2000-10-18
2483,Fixed Line,Premium,2011-11-15,Kyiv,300,Inactive,3,2000-07-06
2484,Mobile,Economy,1996-01-29,Khmelnytskyi,300,Active,4,2002-10-14
2485,TV,Standard,1979-10-29,Kyiv,300,Inactive,2,2000-06-10
2486,Mobile,Standard,2001-05-19,Sumy,200,Potential,3,2009-09-05
2487,Mobile,Business,1999-03-16,Vinnytsia,100,Potential,5,2003-05-28
2488,Internet,Premium,1978-12-16,Kharkiv,300,Active,1,2004-11-03
2489,TV,Premium,2002-05-26,Kyiv,50,Inactive,2,2004-09-16
2490,TV,Business,1997-02-21,Lviv,900,Active,3,2020-12-04
2491,TV,Standard,2003-02-14,Sumy,500,Active,1,2013-07-19
2492,Mobile,Economy,1964-11-06,Zhytomyr,300,Active,2,2010-05-10
2493,TV,Business,2015-08-26,Kharkiv,900,Active,3,2002-08-24
2494,Mobile,Premium,2014-08-11,Odesa,300,Active,2,2000-11-09
2495,Mobile,Standard,2019-04-03,Kyiv,50,Active,5,2004-11-27
2496,Internet,Premium,1976-02-19,Chernihiv,200,Inactive,2,2003-03-06
2497,Mobile,Business,2008-06-22,Odesa,100,Active,5,2001-05-26
2498,Internet,Special,2011-04-19,Kyiv,200,Active,5,2000-07-24
2499,Mobile,Special,1928-01-01,Cherkasy,200,Active,2,2003-02-19
2500,TV,Economy,1951-06-02,Kharkiv,300,Active,1,2005-10-05
2501,Mobile,Standard,1928-01-01,Kyiv,200,Active,1,2005-05-17
2502,Mobile,Economy,2018-10-20,Kyiv,200,Active,4,2008-02-21
2503,TV,Economy,1962-04-04,Chernihiv,200,Potential,5,2003-06-10
2504,Mobile,Business,2012-02-03,Kyiv,200,Inactive,4,2002-02-15
2505,Internet,Economy,2022-08-27,Rivne,100,Active,4,2004-03-27
2506,Internet,Standard,2009-05-30,Odesa,100,Active,3,2020-03-14
2507,Internet,Standard,2003-07-08,Kyiv,300,Active,5,2000-04-02
2508,Internet,Premium,2019-11-13,Ternopil,200,Active,3,2004-02-13
2509,Mobile,Economy,2001-11-18,Kharkiv,50,Active,5,2002-03-09
2510,TV,Economy,1976-02-19,Odesa,200,Active,4,2000-08-10
2511,Mobile,Standard,2010-01-07,Dnipro,300,Active,3,2003-02-14
2512,Mobile,Economy,2011-02-05,Kyiv,500,Active,5,2005-08-11
2513,Mobile,Special,2011-09-04,Cherkasy,900,Active,4,2004-02-11
2514,Internet,Business,1952-10-09,Dnipro,300,Potential,5,2000-02-29
2515,Internet,Standard,2021-08-20,Uzhhorod,200,Potential,4,2004-09-26
2516,TV,Business,2006-11-17,Poltava,100,Potential,5,2001-06-11
2517,Fixed Line,Economy,2014-08-03,Cherkasy,100,Potential,5,2002-04-15
2518,Internet,Premium,1961-08-10,Sumy,300,Active,4,2002-01-18
2519,TV,Economy,2020-03-28,Poltava,200,Inactive,3,2010-09-16
2520,Mobile,Premium,2008-06-28,Dnipro,300,Active,4,2000-04-07
2521,Internet,Standard,2008-09-14,Dnipro,100,Inactive,5,2002-05-05
2522,Internet,Economy,1962-12-20,Kyiv,200,Inactive,4,2002-10-01
2523,Mobile,Economy,2016-05-10,Sumy,100,Active,5,2005-04-13
2524,TV,Standard,1994-08-28,Ternopil,300,Active,3,2008-07-08
2525,Mobile,Premium,2019-01-19,Lviv,100,Active,5,2007-02-14
2526,Internet,Economy,1938-09-19,Rivne,300,Active,2,2007-08-25
2527,Fixed Line,Standard,1998-05-23,Zaporizhzhia,50,Potential,4,2001-03-03
2528,TV,Premium,1996-01-22,Kharkiv,200,Inactive,4,2013-04-16
2529,TV,Standard,2007-06-07,Kyiv,50,Active,5,2002-12-05
2530,Internet,Premium,2011-07-14,Dnipro,100,Active,3,2000-01-23
2531,Internet,Economy,2016-06-15,Cherkasy,100,Active,5,2006-01-14
2532,Mobile,Standard,1997-08-22,Kyiv,200,Potential,5,2005-01-26
2533,Mobile,Business,1938-05-13,Kharkiv,200,Potential,5,2000-09-26
2534,TV,Standard,2010-10-17,Kropyvnytskyi,500,Active,2,2017-08-10
2535,TV,Standard,1964-03-22,Uzhhorod,100,Active,2,2004-07-07
2536,TV,Premium,2018-08-05,Vinnytsia,50,Inactive,4,2003-06-20
2537,Mobile,Economy,1947-09-09,Vinnytsia,300,Active,5,2002-10-12
2538,TV,Premium,2011-03-10,Kyiv,300,Potential,2,2001-04-16
2539,TV,Business,2009-12-05,Chernivtsi,100,Active,4,2016-09-20
2540,Mobile,Economy,2005-12-27,Khmelnytskyi,300,Active,4,2006-08-19
2541,Internet,Business,1988-04-27,Chernihiv,300,Active,5,2004-08-03
2542,Fixed Line,Economy,1988-03-08,Kyiv,200,Active,4,2005-06-18
2543,Internet,Standard,2005-02-13,Lviv,200,Active,5,2010-01-18
2544,IoT,Business,2002-09-23,Lviv,100,Active,3,2005-07-12
2545,Mobile,Business,2022-03-03,Kharkiv,50,Inactive,3,2000-08-31
2546,Fixed Line,Business,2013-01-25,Lviv,900,Inactive,5,2006-07-17
2547,Fixed Line,Business,2011-05-18,Chernihiv,100,Active,3,2004-07-22
2548,Mobile,Standard,2000-08-09,Vinnytsia,100,Active,5,2018-07-28
2549,TV,Standard,2000-08-18,Kyiv,900,Active,1,2007-03-31
2550,Internet,Economy,1989-02-13,Ternopil,300,Active,4,2002-04-23
2551,Mobile,Economy,1988-06-09,Lviv,200,Active,3,2000-10-17
2552,Mobile,Standard,2015-08-30,Mykolaiv,300,Potential,5,2003-08-09
2553,Mobile,Premium,1982-09-29,Odesa,300,Potential,5,2006-03-24
2554,Fixed Line,Standard,2022-06-18,Odesa,300,Active,3,2001-01-25
2555,TV,Business,1988-07-10,Kyiv,50,Inactive,3,2005-09-27
2556,Mobile,Premium,2020-01-21,Kropyvnytskyi,200,Inactive,5,2009-07-24
2557,Mobile,Economy,1987-03-11,Poltava,100,Potential,5,2000-12-07
2558,Mobile,Standard,2002-07-01,Dnipro,50,Active,5,2006-09-12
2559,Internet,Standard,2007-04-06,Kyiv,200,Inactive,5,2000-05-21
2560,IoT,Standard,1990-11-17,Chernihiv,300,Active,2,2000-01-16
2561,Internet,Business,2021-12-27,Odesa,100,Active,4,2000-03-07
2562,Internet,Standard,2016-01-29,Kropyvnytskyi,200,Active,5,2005-06-19
2563,Internet,Business,1996-10-07,Chernivtsi,300,Active,3,2019-11-07
2564,Mobile,Premium,1971-07-26,Ivano-Frankivsk,200,Active,5,2008-01-30
2565,Fixed Line,Standard,2009-11-12,Kropyvnytskyi,500,Active,5,2001-08-10
2566,Internet,Premium,2014-10-21,Kyiv,300,Inactive,5,2000-05-28
2567,Internet,Economy,2002-12-24,Odesa,900,Inactive,3,2005-04-01
2568,TV,Economy,1996-05-06,Lviv,200,Potential,3,2000-01-07
2569,Fixed Line,Economy,2008-01-31,Kyiv,300,Active,4,2008-08-12
2570,Fixed Line,Standard,1965-09-10,Kropyvnytskyi,500,Potential,3,2001-07-11
2571,TV,Economy,2002-09-17,Kyiv,500,Active,5,2001-12-12
2572,IoT,Special,2022-01-02,Rivne,300,Active,3,2002-04-23
2573,Internet,Standard,2016-02-04,Ternopil,200,Active,5,2007-11-24
2574,Mobile,Standard,2006-08-08,Dnipro,100,Inactive,3,2001-09-09
2575,Mobile,Economy,1990-03-31,Kyiv,500,Active,4,2001-10-31
2576,Fixed Line,Economy,2016-03-17,Kyiv,300,Inactive,1,2004-04-06
2577,Mobile,Economy,1928-01-01,Lviv,500,Inactive,3,2003-05-28
2578,Mobile,Standard,2012-07-02,Kharkiv,100,Potential,4,2017-01-18
2579,Mobile,Standard,2002-03-09,Kharkiv,200,Potential,5,2001-09-03
2580,Fixed Line,Standard,2022-06-24,Zaporizhzhia,200,Active,5,2000-07-11
2581,Internet,Standard,1963-10-25,Sumy,500,Inactive,1,2004-04-06
2582,Mobile,Premium,1980-06-04,Dnipro,500,Potential,3,2001-02-11
2583,Mobile,Economy,2017-01-18,Kyiv,100,Potential,5,2002-12-03
2584,Fixed Line,Premium,1948-11-24,Mykolaiv,300,Inactive,5,2001-02-18
2585,Mobile,Standard,2012-08-11,Odesa,50,Inactive,3,2011-08-27
2586,Mobile,Standard,1990-09-29,Odesa,200,Active,3,2002-03-04
2587,Internet,Economy,1976-03-17,Ternopil,200,Inactive,2,2008-03-01
2588,Internet,Standard,1986-01-10,Khmelnytskyi,300,Active,3,2016-04-02
2589,Mobile,Economy,1954-09-01,Khmelnytskyi,500,Active,1,2015-06-16
2590,Internet,Special,1968-04-28,Kyiv,200,Active,4,2004-01-28
2591,Mobile,Standard,1928-01-01,Kharkiv,200,Active,5,2022-05-24
2592,Fixed Line,Special,2017-06-25,Kyiv,300,Active,2,2005-11-03
2593,Mobile,Standard,2013-01-18,Kropyvnytskyi,200,Inactive,5,2000-10-02
2594,Mobile,Economy,1995-04-26,Lviv,900,Inactive,4,2012-01-03
2595,Fixed Line,Standard,1986-11-05,Lviv,500,Active,5,2003-06-18
2596,Fixed Line,Economy,2002-01-23,Zhytomyr,100,Active,5,2000-11-27
2597,Mobile,Business,2020-11-24,Kropyvnytskyi,200,Potential,5,2008-07-31
2598,Mobile,Business,1972-07-21,Chernihiv,100,Active,4,2005-05-12
2599,TV,Premium,1934-04-09,Kyiv,200,Active,5,2011-09-16
2600,Fixed Line,Standard,2008-10-06,Kharkiv,300,Active,4,2009-08-13
2601,Mobile,Standard,2016-01-12,Mykolaiv,50,Potential,3,2002-02-10
2602,Internet,Special,2022-06-20,Zaporizhzhia,500,Active,5,2001-08-15
2603,Mobile,Economy,2015-08-03,Kyiv,200,Potential,5,2007-04-01
2604,Internet,Premium,1990-01-17,Kyiv,900,Active,2,2004-08-30
2605,Mobile,Standard,1956-08-03,Rivne,50,Active,5,2000-05-24
2606,Mobile,Special,2020-04-25,Kharkiv,500,Active,3,2001-02-04
2607,Mobile,Business,2000-12-10,Uzhhorod,300,Active,3,2000-11-24
2608,Mobile,Special,1990-06-12,Dnipro,100,Active,4,2004-11-17
2609,Mobile,Standard,2014-02-23,Vinnytsia,200,Active,4,2000-06-28
2610,Mobile,Economy,1999-11-26,Kropyvnytskyi,500,Active,4,2001-04-10
2611,Mobile,Standard,1988-08-11,Odesa,200,Active,3,2004-04-25
2612,Mobile,Premium,1973-03-20,Chernihiv,200,Inactive,5,2000-10-12
2613,Fixed Line,Premium,2006-07-06,Kyiv,700,Inactive,5,2001-07-24
2614,Mobile,Economy,1985-04-13,Kyiv,50,Inactive,1,2012-12-28
2615,Fixed Line,Standard,2013-03-02,Sumy,200,Potential,3,2006-07-16
2616,Mobile,Economy,2016-06-11,Rivne,300,Active,1,2002-01-03
2617,Mobile,Business,2017-04-28,Cherkasy,300,Active,5,2011-06-28
2618,Internet,Economy,2010-10-31,Kyiv,100,Active,5,2001-07-30
2619,IoT,Standard,2022-01-01,Lviv,200,Active,4,2004-11-13
2620,Mobile,Economy,2013-11-23,Khmelnytskyi,300,Active,5,2002-07-08
2621,Mobile,Economy,1994-02-01,Odesa,200,Potential,5,2007-08-21
2622,Internet,Business,1994-06-04,Mykolaiv,300,Inactive,4,2002-07-18
2623,TV,Economy,2020-11-29,Odesa,100,Active,4,2001-07-26
2624,IoT,Economy,2013-09-22,Khmelnytskyi,500,Active,3,2005-02-14
2625,Mobile,Economy,1999-12-04,Khmelnytskyi,200,Active,3,2007-06-28
2626,Mobile,Standard,2012-07-02,Kyiv,900,Potential,4,2004-03-17
2627,Internet,Standard,2008-03-08,Sumy,50,Active,3,2006-11-24
2628,Internet,Economy,1988-11-04,Kyiv,200,Active,3,2003-01-01
2629,Internet,Standard,2022-09-30,Lviv,100,Potential,1,2008-09-08
2630,TV,Economy,2014-02-22,Kharkiv,200,Potential,4,2004-10-25
2631,Fixed Line,Business,2018-10-19,Zaporizhzhia,100,Active,5,2001-03-12
2632,Mobile,Business,2019-04-07,Odesa,300,Active,5,2012-02-15
2633,Mobile,Special,1935-07-11,Zaporizhzhia,500,Active,5,2009-12-04
2634,Internet,Business,2010-01-24,Kyiv,100,Inactive,5,2018-03-10
2635,Mobile,Economy,2002-07-02,Kyiv,100,Active,4,2004-08-10
2636,Mobile,Economy,1986-10-07,Zaporizhzhia,500,Potential,3,2006-03-02
2637,Mobile,Premium,2021-09-02,Kharkiv,200,Active,4,2010-11-28
2638,Mobile,Economy,2015-06-15,Chernihiv,200,Active,2,2000-04-18
2639,Mobile,Economy,1974-02-21,Cherkasy,100,Inactive,4,2013-04-27
2640,TV,Economy,1968-10-12,Zhytomyr,200,Active,3,2001-09-24
2641,Mobile,Standard,2010-03-23,Kharkiv,100,Active,5,2000-04-27
2642,Internet,Standard,2010-02-21,Kyiv,300,Active,3,2001-06-26
2643,Mobile,Economy,1984-04-13,Poltava,200,Inactive,3,2004-10-31
2644,Mobile,Economy,2013-06-06,Chernihiv,300,Active,5,2000-04-08
2645,IoT,Premium,2019-08-05,Kharkiv,200,Active,2,2000-01-02
2646,TV,Economy,2014-11-07,Chernihiv,200,Active,4,2005-08-01
2647,Mobile,Special,2009-08-03,Odesa,100,Active,2,2003-04-23
2648,Fixed Line,Economy,2021-07-14,Kyiv,700,Potential,2,2010-03-09
2649,Mobile,Standard,2005-03-03,Cherkasy,200,Active,4,2001-08-18
2650,IoT,Standard,1986-02-13,Lviv,100,Active,4,2001-10-20
2651,Mobile,Economy,2003-04-06,Kharkiv,100,Active,3,2000-06-10
2652,Mobile,Standard,2020-12-16,Kharkiv,50,Inactive,5,2004-03-26
2653,Internet,Standard,2007-02-14,Kharkiv,50,Active,5,2002-06-30
2654,TV,Business,1989-03-19,Zaporizhzhia,200,Inactive,3,2002-04-10
2655,Mobile,Premium,2021-05-13,Kyiv,200,Active,3,2003-05-08
2656,Fixed Line,Economy,2021-04-24,Kropyvnytskyi,900,Active,5,2010-05-18
2657,Mobile,Economy,2010-04-30,Uzhhorod,100,Active,5,2000-08-10
2658,TV,Economy,2017-01-24,Dnipro,300,Active,2,2004-01-22
2659,Mobile,Economy,1948-04-04,Lviv,200,Active,3,2001-03-13
2660,TV,Standard,1999-03-01,Kyiv,100,Active,3,2001-04-22
2661,Mobile,Special,2013-09-23,Chernihiv,900,Active,3,2001-08-16
2662,Mobile,Standard,1989-08-07,Odesa,500,Inactive,3,2003-05-15
2663,IoT,Premium,2010-02-20,Lviv,300,Inactive,5,2003-09-26
2664,IoT,Standard,2019-02-15,Dnipro,300,Active,5,2011-03-27
2665,Internet,Business,2015-08-03,Zaporizhzhia,900,Active,5,2012-03-11
2666,Mobile,Economy,1994-10-27,Chernihiv,200,Inactive,3,2004-11-01
2667,Internet,Premium,2021-07-18,Cherkasy,100,Active,1,2001-10-22
2668,Internet,Business,2014-04-14,Rivne,50,Potential,2,2009-05-05
2669,Internet,Economy,2016-08-10,Lviv,300,Active,4,2008-08-14
2670,Internet,Economy,2016-11-08,Poltava,300,Inactive,3,2008-10-03
2671,Mobile,Special,1991-07-27,Kyiv,300,Active,3,2000-02-03
2672,Fixed Line,Premium,1975-02-26,Vinnytsia,100,Active,1,2007-09-04
2673,Fixed Line,Economy,1988-07-20,Zaporizhzhia,700,Active,5,2010-06-27
2674,Mobile,Standard,1994-08-05,Lviv,200,Active,4,2005-01-31
2675,Internet,Standard,1955-01-15,Dnipro,300,Active,2,2007-08-14
2676,Internet,Standard,2021-05-10,Mykolaiv,50,Active,5,2008-03-12
2677,Internet,Economy,2017-12-25,Kyiv,900,Active,5,2003-11-13
2678,Mobile,Economy,2008-05-08,Kharkiv,200,Active,3,2009-03-13
2679,Internet,Standard,2010-03-31,Khmelnytskyi,200,Active,3,2008-08-09
2680,Mobile,Premium,2008-03-07,Kharkiv,700,Active,5,2013-07-27
2681,Internet,Business,2016-09-02,Ivano-Frankivsk,700,Active,3,2013-12-04
2682,Fixed Line,Economy,2018-07-27,Mykolaiv,100,Active,5,2004-02-17
2683,Fixed Line,Business,2003-07-08,Lviv,700,Active,1,2000-03-05
2684,Mobile,Economy,1950-12-12,Lviv,300,Potential,4,2000-02-08
2685,Internet,Standard,2009-05-19,Ternopil,50,Inactive,3,2015-04-23
2686,IoT,Business,2021-10-15,Ternopil,100,Active,5,2002-04-03
2687,Mobile,Standard,1989-06-21,Kyiv,200,Active,5,2002-08-06
2688,TV,Economy,2013-08-01,Odesa,200,Active,4,2003-06-23
2689,Fixed Line,Economy,2015-04-22,Dnipro,300,Active,2,2001-09-09
2690,Fixed Line,Standard,2012-04-09,Mykolaiv,100,Active,3,2004-11-20
2691,Mobile,Premium,1987-10-11,Dnipro,500,Active,5,2008-05-28
2692,Mobile,Special,1976-03-26,Khmelnytskyi,500,Active,5,2001-08-18
2693,TV,Premium,1998-09-21,Kropyvnytskyi,300,Active,3,2007-06-10
2694,Mobile,Business,2012-05-05,Sumy,700,Active,5,2006-02-07
2695,Mobile,Premium,2012-10-28,Cherkasy,500,Active,4,2004-01-31
2696,Internet,Business,2019-05-15,Dnipro,100,Active,3,2002-02-26
2697,Mobile,Economy,1948-11-15,Kyiv,300,Active,4,2011-04-16
2698,Fixed Line,Business,1995-03-05,Zaporizhzhia,900,Active,4,2002-10-27
2699,Internet,Economy,2022-04-03,Dnipro,100,Active,5,2002-07-27
2700,TV,Business,1993-04-11,Odesa,900,Active,3,2005-08-12
2701,Fixed Line,Economy,2006-10-11,Chernihiv,50,Active,5,2013-11-07
2702,Mobile,Premium,1928-01-01,Kharkiv,200,Inactive,5,2003-11-19
2703,Mobile,Premium,1976-03-12,Ternopil,300,Active,5,2007-01-09
2704,Fixed Line,Special,2017-11-09,Dnipro,300,Active,3,2003-05-05
2705,Mobile,Premium,1988-02-21,Kyiv,300,Active,5,2001-05-08
2706,IoT,Economy,2004-10-21,Kharkiv,200,Active,4,2000-09-21
2707,Fixed Line,Standard,2017-05-02,Chernivtsi,300,Inactive,5,2000-10-20
2708,Mobile,Economy,1990-02-26,Mykolaiv,300,Inactive,3,2000-02-13
2709,TV,Economy,2001-04-19,Lviv,200,Active,5,2004-05-28
2710,Mobile,Economy,2022-02-27,Dnipro,200,Active,5,2000-10-08
2711,Mobile,Economy,1994-07-11,Khmelnytskyi,500,Active,5,2010-12-29
2712,Fixed Line,Standard,1995-05-30,Kyiv,200,Potential,3,2022-04-12
2713,TV,Business,2018-09-29,Lviv,200,Inactive,4,2003-10-01
2714,Internet,Business,2011-04-02,Odesa,50,Active,2,2003-04-09
2715,Mobile,Economy,1998-11-12,Zaporizhzhia,300,Active,2,2002-05-05
2716,Mobile,Economy,2018-11-29,Dnipro,100,Inactive,3,2005-07-25
2717,Mobile,Economy,1970-07-24,Kyiv,200,Active,5,2005-02-16
2718,Mobile,Economy,2022-03-29,Poltava,100,Active,5,2002-04-21
2719,Mobile,Economy,2020-01-12,Kyiv,50,Active,3,2002-04-20
2720,Internet,Economy,2019-08-16,Zaporizhzhia,200,Active,5,2005-09-01
2721,TV,Standard,2002-06-10,Kharkiv,200,Inactive,5,2004-06-05
2722,Mobile,Standard,1996-07-03,Kharkiv,200,Inactive,5,2006-12-10
2723,Mobile,Standard,2008-11-05,Kyiv,100,Active,5,2015-07-14
2724,TV,Economy,2013-09-04,Poltava,700,Active,5,2008-04-12
2725,Fixed Line,Premium,1977-08-19,Kharkiv,50,Active,3,2001-12-26
2726,TV,Business,2021-01-24,Dnipro,500,Active,5,2007-10-17
2727,Mobile,Economy,2013-12-30,Zaporizhzhia,300,Active,3,2003-04-10
2728,Mobile,Economy,2021-11-28,Zaporizhzhia,100,Active,5,2008-03-26
2729,Internet,Economy,2022-08-15,Kyiv,200,Potential,5,2011-12-02
2730,Internet,Economy,2011-01-25,Kyiv,900,Active,3,2001-07-29
2731,Mobile,Standard,2017-01-26,Lviv,300,Active,4,2001-06-29
2732,Internet,Economy,2014-06-13,Chernihiv,100,Active,4,2003-02-07
2733,Mobile,Standard,1975-11-29,Zaporizhzhia,200,Active,3,2000-04-15
2734,Mobile,Economy,2018-02-17,Ternopil,200,Active,1,2006-05-03
2735,Internet,Premium,1981-07-09,Ternopil,500,Active,5,2007-08-02
