id,category0,category1,category2,category3,details,price,date
2814,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,7501,2024-04-22
2815,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_replace,Деталі для infra cable upgrade replace,1908,2024-03-25
2816,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,2308,2024-06-26
2817,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,3718,2024-03-02
2818,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,1332,2023-05-10
2819,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,7500,2024-03-30
2820,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,2057,2023-09-05
2821,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,7639,2024-09-18
2822,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,5878,2023-03-24
2823,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,1683,2023-09-13
2824,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_replace,Деталі для infra cable upgrade replace,6492,2024-03-19
2825,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_servers,Деталі для infra telecom purchase servers,8819,2024-04-09
2826,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,3640,2024-02-11
2827,admin,admin_office,admin_office_rent,admin_office_rent_parking,Деталі для admin office rent parking,2591,2023-10-30
2828,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,9454,2024-08-06
2829,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,9731,2023-04-02
2830,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,3084,2024-09-28
2831,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_print,Деталі для admin marketing ads print,5753,2023-03-31
2832,staff,staff_support,staff_support_expenses,staff_support_expenses_travel,Деталі для staff support expenses travel,8452,2024-01-01
2833,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,4710,2023-03-18
2834,extra,extra_security,extra_security_guard,extra_security_guard_premises,Деталі для extra security guard premises,7775,2024-06-30
2835,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,9828,2023-01-27
2836,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,5340,2024-10-21
2837,support,support_tech,support_tech_update,support_tech_update_compat,Деталі для support tech update compat,4958,2023-03-30
2838,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,7750,2024-03-23
2839,staff,staff_support,staff_support_expenses,staff_support_expenses_travel,Деталі для staff support expenses travel,8202,2024-06-16
2840,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_modules,Деталі для infra telecom purchase modules,1755,2023-05-26
2841,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,1629,2023-04-05
2842,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,8997,2024-07-23
2843,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,9456,2023-02-18
2844,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,6420,2024-08-30
2845,admin,admin_office,admin_office_supplies,admin_office_supplies_paper,Деталі для admin office supplies paper,9070,2023-05-17
2846,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_check,Деталі для infra telecom serv check,4015,2023-07-10
2847,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,1893,2023-03-05
2848,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,3281,2023-03-14
2849,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,7101,2023-05-17
2850,extra,extra_consult,extra_consult_info,extra_consult_info_reviews,Деталі для extra consult info reviews,2059,2023-08-18
2851,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,8353,2023-10-01
2852,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,4166,2023-05-14
2853,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,5888,2024-08-08
2854,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,9447,2024-01-06
2855,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,6647,2023-03-05
2856,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,4088,2024-09-14
2857,support,support_client,support_client_training,support_client_training_seminars,Деталі для support client training seminars,1527,2024-05-03
2858,support,support_client,support_client_training,support_client_training_workshops,Деталі для support client training workshops,6804,2024-04-28
2859,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,4133,2024-05-17
2860,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,8913,2023-04-14
2861,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,8345,2023-01-12
2862,admin,admin_office,admin_office_supplies,admin_office_supplies_paper,Деталі для admin office supplies paper,2666,2023-09-06
2863,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,9978,2023-10-23
2864,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,4949,2024-02-24
2865,staff,staff_support,staff_support_expenses,staff_support_expenses_travel,Деталі для staff support expenses travel,4022,2023-08-31
2866,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,7413,2023-08-22
2867,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,7900,2024-03-23
2868,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,8856,2024-11-03
2869,admin,admin_market,admin_market_research,admin_market_research_surveys,Деталі для admin market research surveys,3124,2023-04-20
2870,staff,staff_admin,staff_admin_salary,staff_admin_salary_bonus,Деталі для staff admin salary bonus,3372,2023-05-31
2871,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,8803,2024-01-03
2872,infra,infra_cable,infra_cable_maint,infra_cable_maint_diagnostics,Деталі для infra cable maint diagnostics,5353,2023-10-06
2873,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,2360,2024-06-04
2874,extra,extra_security,extra_security_cyber,extra_security_cyber_antivirus,Деталі для extra security cyber antivirus,4410,2023-11-16
2875,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,8165,2024-07-02
2876,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,6101,2024-01-19
2877,admin,admin_office,admin_office_supplies,admin_office_supplies_furniture,Деталі для admin office supplies furniture,6243,2023-09-13
2878,support,support_client,support_client_equip,support_client_equip_software,Деталі для support client equip software,3078,2023-02-24
2879,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_sys_mgmt,Деталі для extra it outsource sys mgmt,4956,2023-09-13
2880,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,9160,2024-04-04
2881,staff,staff_admin,staff_admin_dev,staff_admin_dev_courses,Деталі для staff admin dev courses,7034,2024-09-21
2882,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,7458,2023-11-03
2883,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,8179,2024-05-28
2884,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,8224,2024-08-12
2885,extra,extra_security,extra_security_guard,extra_security_guard_premises,Деталі для extra security guard premises,2938,2023-05-27
2886,extra,extra_security,extra_security_guard,extra_security_guard_cameras,Деталі для extra security guard cameras,1735,2023-12-06
2887,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,1552,2024-02-24
2888,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,1269,2023-10-18
2889,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,5632,2023-01-11
2890,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,4561,2023-12-11
2891,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,5853,2023-01-04
2892,admin,admin_office,admin_office_supplies,admin_office_supplies_furniture,Деталі для admin office supplies furniture,1833,2023-12-29
2893,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,5173,2023-10-20
2894,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_config,Деталі для infra telecom serv config,9187,2024-07-30
2895,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,8921,2024-10-29
2896,admin,admin_marketing,admin_marketing_events,admin_marketing_events_promos,Деталі для admin marketing events promos,3380,2023-01-17
2897,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_security,Деталі для extra it outsource security,2444,2024-02-07
2898,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_online,Деталі для admin marketing ads online,3187,2024-06-04
2899,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,6054,2024-10-23
2900,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,7910,2023-02-23
2901,support,support_tech,support_tech_repair,support_tech_repair_devices,Деталі для support tech repair devices,4832,2024-07-17
2902,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,8537,2023-06-26
2903,support,support_tech,support_tech_repair,support_tech_repair_parts,Деталі для support tech repair parts,2560,2023-12-21
2904,staff,staff_support,staff_support_expenses,staff_support_expenses_transport,Деталі для staff support expenses transport,5852,2024-03-27
2905,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,5298,2024-05-01
2906,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,1964,2024-08-05
2907,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,7238,2024-01-30
2908,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_life,Деталі для staff tech insurance life,9963,2023-07-19
2909,support,support_tech,support_tech_update,support_tech_update_system,Деталі для support tech update system,7139,2024-03-05
2910,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,2119,2023-06-16
2911,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,4532,2024-09-15
2912,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_legal,Деталі для extra consult outsourcing legal,8084,2023-09-10
2913,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,8221,2024-10-08
2914,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,5012,2023-07-15
2915,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_replace,Деталі для infra cable upgrade replace,5501,2024-07-07
2916,staff,staff_support,staff_support_expenses,staff_support_expenses_transport,Деталі для staff support expenses transport,9915,2024-01-03
2917,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,1637,2023-06-14
2918,staff,staff_admin,staff_admin_dev,staff_admin_dev_certification,Деталі для staff admin dev certification,6142,2024-10-26
2919,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,1880,2024-03-10
2920,staff,staff_support,staff_support_expenses,staff_support_expenses_transport,Деталі для staff support expenses transport,3798,2024-03-11
2921,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,4017,2023-06-24
2922,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,3026,2024-06-07
2923,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,2523,2023-03-31
2924,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,5604,2024-05-22
2925,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_sys_mgmt,Деталі для extra it outsource sys mgmt,3093,2023-04-15
2926,support,support_client,support_client_training,support_client_training_workshops,Деталі для support client training workshops,3358,2023-08-02
2927,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_finance,Деталі для extra consult outsourcing finance,6978,2023-09-29
2928,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,4962,2023-12-09
2929,admin,admin_office,admin_office_rent,admin_office_rent_parking,Деталі для admin office rent parking,9332,2023-08-28
2930,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,9771,2024-06-09
2931,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,1713,2023-03-25
2932,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,3147,2023-05-09
2933,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,9751,2024-09-20
2934,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,9240,2023-01-30
2935,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,6972,2023-09-06
2936,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_pension,Деталі для staff tech insurance pension,8582,2024-10-17
2937,support,support_tech,support_tech_update,support_tech_update_system,Деталі для support tech update system,7242,2023-11-02
2938,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_legal,Деталі для extra consult outsourcing legal,7176,2024-02-16
2939,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,1195,2024-02-17
2940,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_replace,Деталі для infra cable upgrade replace,5784,2023-11-02
2941,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,3435,2023-10-20
2942,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,8181,2023-02-23
2943,admin,admin_office,admin_office_rent,admin_office_rent_utilities,Деталі для admin office rent utilities,2283,2024-08-07
2944,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,3141,2023-11-12
2945,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_hr,Деталі для extra consult outsourcing hr,1613,2024-02-14
2946,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,2630,2023-09-29
2947,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,2783,2024-03-30
2948,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,6932,2024-03-19
2949,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,4347,2023-05-26
2950,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,7214,2023-12-06
2951,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,8799,2023-08-05
2952,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,8050,2023-05-31
2953,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_security,Деталі для extra it outsource security,5661,2024-05-28
2954,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_legal,Деталі для extra consult outsourcing legal,9896,2024-10-11
2955,extra,extra_security,extra_security_guard,extra_security_guard_cameras,Деталі для extra security guard cameras,8051,2023-09-15
2956,staff,staff_support,staff_support_expenses,staff_support_expenses_transport,Деталі для staff support expenses transport,7051,2023-01-26
2957,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_config,Деталі для infra telecom serv config,5151,2024-01-09
2958,staff,staff_support,staff_support_expenses,staff_support_expenses_transport,Деталі для staff support expenses transport,6673,2023-04-20
2959,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,6220,2024-07-26
2960,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,5925,2024-07-19
2961,support,support_tech,support_tech_repair,support_tech_repair_diagnosis,Деталі для support tech repair diagnosis,3513,2023-04-28
2962,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,1912,2023-05-04
2963,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,2750,2024-02-12
2964,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,9548,2023-04-27
2965,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,6224,2024-10-03
2966,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,3604,2024-07-03
2967,support,support_tech,support_tech_update,support_tech_update_compat,Деталі для support tech update compat,1101,2024-07-14
2968,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,6509,2023-05-29
2969,admin,admin_office,admin_office_rent,admin_office_rent_parking,Деталі для admin office rent parking,4268,2024-10-08
2970,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,5848,2024-02-20
2971,support,support_tech,support_tech_update,support_tech_update_compat,Деталі для support tech update compat,1747,2023-10-25
2972,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,1533,2023-04-15
2973,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,8227,2024-01-27
2974,extra,extra_security,extra_security_cyber,extra_security_cyber_antivirus,Деталі для extra security cyber antivirus,8655,2023-05-02
2975,extra,extra_security,extra_security_guard,extra_security_guard_cameras,Деталі для extra security guard cameras,6679,2023-11-13
2976,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,6047,2024-07-05
2977,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,2836,2023-11-29
2978,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_replace,Деталі для infra telecom modern replace,4400,2024-09-09
2979,admin,admin_office,admin_office_rent,admin_office_rent_utilities,Деталі для admin office rent utilities,2628,2024-09-12
2980,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,3586,2024-05-17
2981,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,7983,2024-10-03
2982,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,6307,2024-09-08
2983,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,9025,2023-10-20
2984,extra,extra_security,extra_security_guard,extra_security_guard_premises,Деталі для extra security guard premises,8828,2023-03-01
2985,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,4505,2024-06-02
2986,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,7906,2024-01-18
2987,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_antenna,Деталі для infra telecom purchase antenna,6027,2023-11-23
2988,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_replace,Деталі для infra telecom modern replace,1178,2023-01-18
2989,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,6512,2023-10-27
2990,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,8275,2023-06-26
2991,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_online,Деталі для admin marketing ads online,5808,2024-03-13
2992,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,5216,2024-02-11
2993,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,7800,2024-05-03
2994,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,2101,2023-02-21
2995,admin,admin_marketing,admin_marketing_events,admin_marketing_events_expos,Деталі для admin marketing events expos,8137,2023-04-05
2996,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,6850,2024-03-06
2997,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_firmware,Деталі для infra telecom modern firmware,3242,2023-03-12
2998,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,3842,2024-10-19
2999,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,5072,2024-07-16
3000,staff,staff_admin,staff_admin_salary,staff_admin_salary_base,Деталі для staff admin salary base,2206,2024-02-14
3001,staff,staff_admin,staff_admin_dev,staff_admin_dev_certification,Деталі для staff admin dev certification,4994,2023-02-10
3002,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_antenna,Деталі для infra telecom purchase antenna,5846,2024-05-22
3003,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_tv,Деталі для admin marketing ads tv,6036,2023-07-25
3004,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,3134,2023-04-05
3005,support,support_tech,support_tech_repair,support_tech_repair_diagnosis,Деталі для support tech repair diagnosis,5097,2023-03-19
3006,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,9134,2024-01-06
3007,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_check,Деталі для infra telecom serv check,1923,2023-09-29
3008,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,5521,2023-02-24
3009,extra,extra_consult,extra_consult_info,extra_consult_info_reports,Деталі для extra consult info reports,4547,2023-05-05
3010,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,4722,2023-01-12
3011,support,support_tech,support_tech_repair,support_tech_repair_diagnosis,Деталі для support tech repair diagnosis,3817,2023-09-11
3012,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,4402,2023-08-25
3013,infra,infra_cable,infra_cable_maint,infra_cable_maint_diagnostics,Деталі для infra cable maint diagnostics,2956,2023-08-06
3014,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,1782,2024-01-04
3015,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,4573,2024-02-07
3016,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,4120,2023-11-27
3017,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,1900,2024-11-06
3018,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,5628,2023-10-23
3019,support,support_tech,support_tech_repair,support_tech_repair_parts,Деталі для support tech repair parts,2634,2023-02-22
3020,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,5948,2024-11-01
3021,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,4087,2024-10-27
3022,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,1017,2024-04-30
3023,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,1315,2023-06-13
3024,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,7665,2023-06-21
3025,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,7782,2024-07-13
3026,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,7260,2024-09-01
3027,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,3425,2024-03-01
3028,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,3616,2023-03-24
3029,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,2117,2024-01-17
3030,extra,extra_consult,extra_consult_info,extra_consult_info_research,Деталі для extra consult info research,1213,2024-10-04
3031,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,9213,2023-12-05
3032,support,support_client,support_client_equip,support_client_equip_software,Деталі для support client equip software,3815,2024-08-01
3033,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,3631,2023-07-21
3034,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,6362,2023-06-21
3035,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,7640,2023-07-12
3036,admin,admin_marketing,admin_marketing_events,admin_marketing_events_promos,Деталі для admin marketing events promos,4528,2023-12-27
3037,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,5883,2023-04-21
3038,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,3556,2024-09-21
3039,admin,admin_marketing,admin_marketing_events,admin_marketing_events_expos,Деталі для admin marketing events expos,6099,2023-01-04
3040,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,2356,2024-03-28
3041,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,8196,2023-12-01
3042,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,3805,2024-02-03
3043,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,3392,2023-03-23
3044,extra,extra_consult,extra_consult_info,extra_consult_info_research,Деталі для extra consult info research,8529,2023-07-20
3045,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,4132,2023-12-26
3046,staff,staff_support,staff_support_expenses,staff_support_expenses_transport,Деталі для staff support expenses transport,1730,2024-04-18
3047,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,1878,2023-06-26
3048,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,8371,2023-09-03
3049,support,support_client,support_client_equip,support_client_equip_computers,Деталі для support client equip computers,7578,2023-01-30
3050,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,9444,2024-01-17
3051,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,7266,2023-10-21
3052,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,4752,2023-02-26
3053,admin,admin_office,admin_office_rent,admin_office_rent_utilities,Деталі для admin office rent utilities,6556,2023-12-07
3054,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_antenna,Деталі для infra telecom purchase antenna,3298,2023-05-18
3055,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,3139,2023-07-27
3056,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,3208,2024-01-21
3057,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,3609,2023-02-04
3058,staff,staff_admin,staff_admin_dev,staff_admin_dev_training,Деталі для staff admin dev training,9514,2024-05-02
3059,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,8284,2023-12-08
3060,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,3534,2024-02-15
3061,support,support_client,support_client_training,support_client_training_seminars,Деталі для support client training seminars,9495,2023-10-15
3062,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,5304,2023-05-07
