Customer ID,Service Type,Tariff Type,Date of Birth,Location,Monthly Spending,Customer Status,Service Rating,Sign-up Date
630,Fixed Line,Special,1989-04-10,Zaporizhzhia,500+ UAH,Inactive,4,2009-06-13
631,TV,Economy,1981-05-18,Dnipro,100-200 UAH,Active,2,2000-07-17
632,Internet,Business,2009-02-24,Vinnytsia,<100 UAH,Inactive,3,2004-08-03
633,Mobile,Business,2018-07-03,Dnipro,100-200 UAH,Potential,1,2004-04-06
634,Mobile,Business,2006-10-02,Kharkiv,100-200 UAH,Inactive,4,2021-04-07
635,Mobile,Special,2000-06-22,Zaporizhzhia,100-200 UAH,Inactive,4,2006-08-16
636,Mobile,Business,2017-06-26,Zaporizhzhia,200-500 UAH,Active,4,2018-05-20
637,Fixed Line,Premium,2005-07-22,Lviv,500+ UAH,Inactive,1,2009-03-20
638,IoT,Economy,1992-10-22,Lviv,500+ UAH,Inactive,5,2018-11-19
639,Mobile,Standard,1986-01-27,Lviv,100-200 UAH,Active,5,2014-07-08
640,Fixed Line,Standard,1979-06-06,Kharkiv,100-200 UAH,Active,1,2000-02-26
641,TV,Special,2013-08-27,Poltava,500+ UAH,Potential,4,2002-06-11
642,IoT,Economy,2006-02-13,Zaporizhzhia,200-500 UAH,Inactive,3,2000-09-07
643,TV,Economy,2018-11-14,Vinnytsia,200-500 UAH,Inactive,1,2001-12-24
644,IoT,Standard,1973-10-04,Odesa,<100 UAH,Active,4,2004-10-28
645,IoT,Special,1985-09-22,Lviv,500+ UAH,Potential,4,2017-03-16
646,IoT,Premium,1990-04-23,Dnipro,500+ UAH,Inactive,2,2016-01-26
647,Fixed Line,Economy,2018-02-04,Zaporizhzhia,500+ UAH,Inactive,1,2005-05-11
648,Internet,Standard,1999-07-09,Dnipro,200-500 UAH,Active,5,2008-07-20
649,TV,Premium,2003-12-25,Vinnytsia,200-500 UAH,Active,4,2018-10-28
650,IoT,Premium,1983-07-15,Odesa,<100 UAH,Active,5,2001-08-01
651,IoT,Premium,1982-11-13,Kyiv,500+ UAH,Inactive,5,2012-05-15
652,Mobile,Business,1987-02-16,Kharkiv,<100 UAH,Inactive,2,2002-07-09
653,Mobile,Premium,1974-03-13,Kharkiv,500+ UAH,Potential,2,2021-10-09
654,Fixed Line,Premium,2016-12-11,Dnipro,500+ UAH,Active,1,2009-09-03
655,IoT,Standard,1990-03-31,Poltava,500+ UAH,Active,1,2020-01-18
656,TV,Special,1980-01-08,Lviv,<100 UAH,Active,4,2003-05-08
657,TV,Business,1987-03-07,Lviv,100-200 UAH,Inactive,3,2021-09-09
658,Mobile,Standard,1979-10-14,Zaporizhzhia,200-500 UAH,Potential,4,2001-04-19
659,Mobile,Standard,1982-10-14,Odesa,200-500 UAH,Potential,5,2001-04-16
660,Internet,Premium,2007-11-09,Poltava,<100 UAH,Active,1,2018-01-11
661,IoT,Business,1981-11-22,Kyiv,<100 UAH,Inactive,1,2017-01-03
662,IoT,Special,2004-12-01,Lviv,200-500 UAH,Active,1,2005-06-06
663,Mobile,Special,1999-08-25,Lviv,500+ UAH,Active,1,2005-05-28
664,Mobile,Standard,1977-04-01,Poltava,<100 UAH,Potential,3,2010-05-09
665,Mobile,Business,2008-02-28,Dnipro,500+ UAH,Potential,4,2020-08-31
666,Internet,Standard,2012-08-12,Vinnytsia,200-500 UAH,Inactive,1,2013-09-16
667,Internet,Standard,2017-10-07,Poltava,200-500 UAH,Active,3,2018-03-27
668,Internet,Special,2017-12-01,Lviv,200-500 UAH,Active,2,2018-12-28
669,IoT,Special,2005-04-18,Kharkiv,500+ UAH,Inactive,3,2002-12-11
670,Internet,Standard,1984-07-23,Lviv,<100 UAH,Active,1,2012-09-04
671,IoT,Special,1971-11-23,Lviv,200-500 UAH,Inactive,1,2021-08-13
672,Mobile,Special,1989-07-01,Kyiv,500+ UAH,Inactive,3,2002-02-04
673,IoT,Premium,2006-08-19,Kharkiv,500+ UAH,Inactive,1,2009-09-18
674,TV,Premium,2016-12-31,Odesa,100-200 UAH,Potential,1,2016-10-01
675,Fixed Line,Economy,1975-09-04,Kharkiv,200-500 UAH,Active,3,2021-09-03
676,Mobile,Economy,1997-02-03,Poltava,<100 UAH,Potential,4,2002-08-15
677,TV,Standard,1993-09-21,Odesa,200-500 UAH,Potential,5,2008-11-09
678,Fixed Line,Standard,1972-04-14,Kyiv,100-200 UAH,Inactive,4,2016-06-28
679,TV,Standard,2002-07-06,Kyiv,200-500 UAH,Inactive,3,2013-01-04
680,Fixed Line,Standard,2013-08-07,Vinnytsia,100-200 UAH,Active,1,2019-03-31
681,Fixed Line,Special,1993-01-28,Vinnytsia,100-200 UAH,Inactive,4,2002-03-28
682,Internet,Economy,1996-02-23,Dnipro,200-500 UAH,Active,3,2011-11-19
683,TV,Standard,1978-11-19,Kyiv,<100 UAH,Active,3,2013-05-05
684,TV,Premium,1976-01-20,Lviv,200-500 UAH,Active,2,2017-11-01
685,Mobile,Special,2000-09-02,Poltava,500+ UAH,Active,1,2018-07-09
686,IoT,Economy,2005-10-18,Zaporizhzhia,500+ UAH,Active,2,2010-05-21
687,TV,Special,1984-05-13,Kharkiv,100-200 UAH,Inactive,5,2013-03-27
688,TV,Business,1994-12-15,Odesa,500+ UAH,Potential,3,2000-03-03
689,Mobile,Standard,2017-11-14,Kharkiv,200-500 UAH,Active,3,2015-02-03
690,Mobile,Premium,1971-09-01,Kharkiv,500+ UAH,Potential,1,2000-05-03
691,Internet,Economy,1981-10-13,Kharkiv,200-500 UAH,Active,2,2014-03-04
692,IoT,Special,1975-02-24,Kharkiv,500+ UAH,Potential,2,2011-01-30
693,IoT,Economy,2011-01-27,Kharkiv,<100 UAH,Potential,1,2020-11-23
694,Internet,Business,2019-07-31,Poltava,500+ UAH,Active,2,2003-07-28
695,Mobile,Premium,1977-12-25,Vinnytsia,100-200 UAH,Inactive,1,2008-05-28
696,Mobile,Special,2007-07-28,Zaporizhzhia,<100 UAH,Inactive,2,2018-10-11
697,Mobile,Business,1984-05-11,Kyiv,<100 UAH,Inactive,1,2011-04-05
698,TV,Premium,1986-06-05,Vinnytsia,200-500 UAH,Inactive,5,2017-11-03
699,IoT,Standard,2016-06-17,Kharkiv,200-500 UAH,Potential,1,2011-02-11
700,IoT,Economy,2005-08-08,Kharkiv,100-200 UAH,Active,1,2014-12-12
701,Fixed Line,Business,2010-07-30,Odesa,100-200 UAH,Active,2,2019-04-23
702,Fixed Line,Economy,1992-09-21,Kharkiv,100-200 UAH,Inactive,2,2001-03-14
703,TV,Economy,1986-05-09,Poltava,100-200 UAH,Active,1,2019-04-17
704,TV,Business,1976-11-29,Zaporizhzhia,<100 UAH,Active,1,2003-12-02
705,IoT,Business,2001-04-01,Poltava,100-200 UAH,Active,2,2016-07-17
706,Fixed Line,Special,2003-12-20,Kharkiv,500+ UAH,Potential,3,2012-05-23
707,Internet,Premium,2016-06-27,Vinnytsia,500+ UAH,Active,4,2007-04-17
708,Mobile,Standard,1976-04-03,Poltava,500+ UAH,Active,5,2020-12-29
709,IoT,Premium,2006-10-30,Kharkiv,100-200 UAH,Inactive,1,2018-06-06
710,Internet,Standard,1997-04-23,Poltava,500+ UAH,Potential,2,2006-04-03
711,TV,Standard,1992-11-07,Lviv,200-500 UAH,Potential,4,2004-06-09
712,Mobile,Special,2007-08-15,Vinnytsia,<100 UAH,Active,1,2007-11-11
713,TV,Premium,2000-05-05,Lviv,100-200 UAH,Active,2,2007-04-10
714,Fixed Line,Business,1975-02-19,Lviv,<100 UAH,Potential,2,2003-07-02
715,Internet,Economy,1990-12-11,Kharkiv,200-500 UAH,Active,3,2020-07-13
716,Mobile,Special,2019-10-01,Kyiv,<100 UAH,Active,1,2019-06-10
717,Mobile,Special,2008-05-08,Lviv,<100 UAH,Inactive,4,2019-02-28
718,TV,Special,2008-02-08,Dnipro,100-200 UAH,Potential,5,2009-12-24
719,IoT,Business,2016-01-30,Lviv,<100 UAH,Inactive,3,2017-04-17
720,Internet,Economy,2006-06-12,Odesa,100-200 UAH,Inactive,5,2007-11-22
721,Mobile,Standard,2012-05-15,Kyiv,200-500 UAH,Inactive,1,2018-11-06
722,Mobile,Business,1990-01-15,Zaporizhzhia,500+ UAH,Potential,4,2019-11-08
723,Fixed Line,Premium,1989-12-29,Poltava,100-200 UAH,Active,4,2011-10-16
724,Internet,Premium,2017-10-26,Vinnytsia,200-500 UAH,Inactive,4,2010-06-06
725,Internet,Business,2007-11-07,Odesa,200-500 UAH,Active,2,2011-09-01
726,Mobile,Special,1993-07-20,Odesa,100-200 UAH,Inactive,4,2005-03-19
727,Internet,Business,1994-06-19,Lviv,100-200 UAH,Active,2,2002-01-04
728,Internet,Economy,1970-10-30,Odesa,<100 UAH,Inactive,4,2008-06-22
729,Mobile,Standard,1981-06-24,Odesa,100-200 UAH,Active,5,2017-03-04
730,Mobile,Standard,1993-07-20,Kyiv,500+ UAH,Active,5,2014-12-07
731,TV,Standard,1984-09-05,Lviv,500+ UAH,Inactive,4,2018-06-01
732,TV,Standard,2019-01-22,Kyiv,500+ UAH,Active,4,2009-11-20
733,TV,Special,1975-10-10,Kharkiv,200-500 UAH,Inactive,2,2002-09-21
734,TV,Premium,1995-04-06,Lviv,500+ UAH,Inactive,2,2011-06-13
735,Internet,Premium,1970-06-30,Odesa,500+ UAH,Potential,2,2000-11-11
736,Fixed Line,Business,1983-08-14,Vinnytsia,<100 UAH,Inactive,1,2009-06-08
737,Mobile,Standard,1981-03-19,Lviv,100-200 UAH,Active,2,2004-05-30
738,Mobile,Premium,2000-03-26,Vinnytsia,<100 UAH,Active,2,2018-06-28
739,IoT,Economy,2014-05-01,Lviv,<100 UAH,Potential,1,2002-10-28
740,Fixed Line,Business,1998-04-21,Zaporizhzhia,200-500 UAH,Potential,4,2010-05-25
741,Fixed Line,Special,2002-03-08,Kharkiv,200-500 UAH,Inactive,3,2008-06-08
742,Mobile,Premium,1983-12-27,Zaporizhzhia,200-500 UAH,Active,1,2018-07-08
743,Fixed Line,Standard,1985-06-07,Poltava,100-200 UAH,Potential,2,2012-04-19
744,IoT,Special,1994-12-07,Kyiv,200-500 UAH,Active,1,2010-05-27
745,Internet,Economy,1998-05-30,Lviv,500+ UAH,Potential,5,2013-01-21
746,TV,Economy,1997-04-19,Zaporizhzhia,<100 UAH,Active,5,2005-01-31
747,IoT,Economy,1982-12-29,Vinnytsia,200-500 UAH,Active,4,2011-06-03
748,TV,Special,1977-04-18,Lviv,<100 UAH,Potential,2,2007-09-01
749,Mobile,Premium,1988-05-28,Vinnytsia,200-500 UAH,Active,5,2002-05-21
750,Internet,Premium,2009-03-07,Zaporizhzhia,500+ UAH,Inactive,1,2017-05-02
751,IoT,Standard,1999-10-15,Dnipro,<100 UAH,Inactive,2,2007-11-26
752,Fixed Line,Special,1979-02-02,Lviv,100-200 UAH,Active,4,2006-02-09
753,Internet,Premium,1981-08-27,Kyiv,<100 UAH,Inactive,2,2000-01-05
754,IoT,Business,2015-03-07,Dnipro,<100 UAH,Active,2,2000-10-31
755,Internet,Standard,1989-10-18,Vinnytsia,500+ UAH,Inactive,1,2005-07-07
756,Mobile,Premium,2012-08-28,Odesa,100-200 UAH,Potential,2,2007-03-21
757,Fixed Line,Business,2018-11-03,Poltava,100-200 UAH,Active,1,2015-04-25
758,TV,Standard,1987-11-19,Odesa,200-500 UAH,Active,1,2008-01-26
759,TV,Economy,1970-08-24,Lviv,200-500 UAH,Inactive,2,2017-06-12
760,TV,Economy,2006-05-14,Kyiv,100-200 UAH,Potential,4,2012-11-10
761,IoT,Business,1994-04-04,Lviv,100-200 UAH,Active,4,2007-09-05
762,Internet,Economy,2014-05-05,Odesa,100-200 UAH,Potential,3,2003-06-13
763,Fixed Line,Business,1978-06-16,Lviv,200-500 UAH,Active,5,2000-01-11
764,Fixed Line,Standard,1982-02-26,Lviv,200-500 UAH,Inactive,2,2008-05-22
765,IoT,Premium,1993-07-26,Poltava,500+ UAH,Inactive,2,2008-11-27
766,Fixed Line,Standard,1976-10-13,Odesa,100-200 UAH,Potential,1,2007-12-21
767,Fixed Line,Business,1988-01-03,Poltava,500+ UAH,Inactive,4,2017-07-29
768,Internet,Special,1970-10-12,Zaporizhzhia,100-200 UAH,Potential,2,2002-02-03
769,Internet,Special,2010-01-23,Odesa,500+ UAH,Inactive,4,2002-07-08
770,Internet,Business,1975-01-12,Zaporizhzhia,<100 UAH,Potential,3,2005-02-10
771,IoT,Economy,1999-10-10,Dnipro,100-200 UAH,Inactive,2,2011-04-02
772,IoT,Business,1983-02-07,Poltava,500+ UAH,Potential,1,2015-11-25
773,IoT,Premium,1971-07-02,Dnipro,200-500 UAH,Inactive,4,2019-10-17
774,Fixed Line,Standard,1975-06-25,Kyiv,200-500 UAH,Potential,5,2005-11-06
775,TV,Business,2004-12-08,Vinnytsia,500+ UAH,Active,4,2002-10-19
776,Fixed Line,Premium,2014-07-10,Zaporizhzhia,100-200 UAH,Potential,4,2011-02-25
777,Internet,Special,1972-09-24,Zaporizhzhia,200-500 UAH,Inactive,5,2006-07-24
778,TV,Business,1984-01-24,Vinnytsia,500+ UAH,Inactive,4,2021-07-24
779,Mobile,Economy,1989-11-28,Kyiv,500+ UAH,Active,3,2000-11-14
780,TV,Business,2018-11-25,Odesa,100-200 UAH,Inactive,2,2004-03-07
781,Internet,Special,1992-02-13,Zaporizhzhia,<100 UAH,Active,2,2016-07-03
782,Internet,Premium,2011-03-20,Poltava,200-500 UAH,Potential,2,2008-06-18
783,Internet,Business,1984-01-18,Kyiv,500+ UAH,Inactive,4,2012-04-24
784,Internet,Business,1993-05-24,Poltava,200-500 UAH,Active,5,2017-11-10
785,Mobile,Economy,2011-04-07,Kyiv,500+ UAH,Active,4,2014-08-09
786,TV,Business,2008-05-29,Zaporizhzhia,100-200 UAH,Inactive,2,2013-03-21
787,Mobile,Standard,1981-12-02,Dnipro,100-200 UAH,Active,5,2014-12-07
788,Fixed Line,Business,1982-08-18,Zaporizhzhia,200-500 UAH,Active,2,2001-05-28
789,TV,Premium,1997-05-28,Odesa,100-200 UAH,Potential,2,2002-02-21
790,Fixed Line,Standard,2016-11-13,Dnipro,200-500 UAH,Potential,3,2013-04-22
791,Fixed Line,Economy,1975-12-29,Lviv,<100 UAH,Potential,3,2008-01-21
792,Fixed Line,Premium,2008-07-30,Odesa,500+ UAH,Active,4,2021-10-22
793,Internet,Economy,2006-11-09,Kharkiv,<100 UAH,Inactive,3,2017-12-22
794,TV,Business,2012-07-05,Kyiv,200-500 UAH,Potential,5,2020-04-16
795,IoT,Business,2014-06-06,Kyiv,100-200 UAH,Inactive,1,2003-12-14
796,TV,Business,2014-02-21,Odesa,200-500 UAH,Potential,5,2013-09-06
797,Internet,Special,2015-01-06,Zaporizhzhia,100-200 UAH,Active,2,2000-08-11
798,TV,Special,2019-01-01,Poltava,200-500 UAH,Potential,2,2016-02-07
799,Internet,Special,1986-08-11,Kharkiv,<100 UAH,Inactive,3,2000-12-03
800,TV,Standard,2016-06-02,Vinnytsia,500+ UAH,Active,2,2014-10-06
801,TV,Special,2017-05-06,Poltava,500+ UAH,Inactive,1,2004-08-25
802,Fixed Line,Business,2002-05-22,Odesa,<100 UAH,Active,4,2012-12-12
803,Mobile,Business,2003-03-17,Poltava,<100 UAH,Inactive,4,2006-01-16
804,TV,Economy,1987-12-01,Kyiv,<100 UAH,Potential,5,2000-06-28
805,IoT,Premium,2007-03-29,Vinnytsia,200-500 UAH,Active,4,2015-01-06
806,Mobile,Premium,2000-02-09,Kyiv,<100 UAH,Inactive,3,2009-10-29
807,IoT,Standard,2009-04-16,Odesa,500+ UAH,Active,3,2015-11-11
808,TV,Premium,1977-09-02,Vinnytsia,100-200 UAH,Inactive,2,2001-03-26
809,Internet,Standard,2010-09-14,Lviv,500+ UAH,Inactive,3,2011-08-12
810,TV,Economy,2006-02-22,Zaporizhzhia,<100 UAH,Active,3,2001-03-10
811,Fixed Line,Business,1997-04-12,Dnipro,100-200 UAH,Potential,4,2003-02-24
812,Internet,Business,1982-12-23,Odesa,500+ UAH,Active,1,2017-03-07
813,IoT,Standard,1974-11-18,Zaporizhzhia,500+ UAH,Potential,2,2005-01-03
814,TV,Special,1994-03-24,Poltava,500+ UAH,Inactive,5,2002-01-16
815,TV,Economy,1977-03-24,Lviv,<100 UAH,Active,4,2003-02-08
816,Internet,Business,2008-01-24,Kharkiv,100-200 UAH,Active,2,2003-02-05
817,TV,Business,2016-03-13,Kyiv,<100 UAH,Potential,4,2018-06-25
818,Mobile,Economy,2010-12-27,Kyiv,200-500 UAH,Potential,3,2012-12-02
819,IoT,Standard,1986-07-06,Odesa,<100 UAH,Active,5,2017-05-09
820,TV,Special,1977-04-18,Zaporizhzhia,<100 UAH,Active,5,2005-08-19
821,TV,Standard,1970-05-25,Kharkiv,200-500 UAH,Inactive,1,2013-09-19
822,Internet,Economy,2003-02-28,Odesa,<100 UAH,Active,2,2019-09-09
823,Fixed Line,Premium,1979-05-17,Dnipro,200-500 UAH,Active,5,2011-09-11
824,IoT,Standard,2005-10-21,Odesa,100-200 UAH,Active,4,2019-01-26
825,Mobile,Premium,1998-10-02,Kyiv,500+ UAH,Inactive,2,2004-10-10
826,Mobile,Economy,1993-06-26,Kyiv,100-200 UAH,Potential,3,2021-03-06
827,Internet,Premium,2008-05-08,Zaporizhzhia,200-500 UAH,Active,1,2001-09-29
828,Mobile,Business,2019-01-08,Vinnytsia,200-500 UAH,Active,3,2016-09-01
829,Fixed Line,Premium,1976-06-04,Zaporizhzhia,200-500 UAH,Inactive,5,2004-06-01
830,TV,Special,1997-07-04,Lviv,200-500 UAH,Active,3,2002-07-24
831,IoT,Special,1985-08-26,Dnipro,200-500 UAH,Potential,4,2012-03-30
832,TV,Economy,1971-05-26,Poltava,<100 UAH,Inactive,4,2006-12-11
833,Internet,Special,1971-06-20,Vinnytsia,<100 UAH,Inactive,2,2004-11-15
834,TV,Premium,1998-11-11,Vinnytsia,200-500 UAH,Active,1,2009-08-13
835,Fixed Line,Business,1974-02-22,Vinnytsia,<100 UAH,Active,1,2021-08-25
836,Mobile,Economy,1972-03-12,Lviv,200-500 UAH,Potential,4,2013-11-09
837,IoT,Standard,1978-08-22,Poltava,100-200 UAH,Inactive,3,2006-02-06
838,Fixed Line,Business,1992-12-23,Dnipro,500+ UAH,Inactive,3,2021-08-05
839,Internet,Standard,1995-01-09,Zaporizhzhia,200-500 UAH,Inactive,2,2006-02-11
840,IoT,Economy,2015-09-25,Kyiv,200-500 UAH,Inactive,5,2015-10-06
841,TV,Standard,1990-12-20,Vinnytsia,100-200 UAH,Inactive,5,2005-10-07
842,Internet,Business,1975-05-21,Vinnytsia,200-500 UAH,Potential,2,2016-12-16
843,TV,Special,1981-07-16,Vinnytsia,100-200 UAH,Potential,5,2014-02-07
844,Fixed Line,Economy,2017-03-28,Odesa,100-200 UAH,Potential,4,2012-07-17
845,Fixed Line,Special,1999-09-27,Kyiv,100-200 UAH,Inactive,1,2010-01-19
846,Internet,Special,1987-10-04,Lviv,200-500 UAH,Potential,1,2005-04-26
847,Mobile,Special,2014-08-09,Lviv,100-200 UAH,Inactive,5,2013-05-07
848,Internet,Business,1985-01-07,Odesa,500+ UAH,Potential,5,2019-02-24
849,Mobile,Premium,2014-01-09,Vinnytsia,100-200 UAH,Active,5,2000-09-07
850,Internet,Special,1976-01-20,Kharkiv,200-500 UAH,Active,1,2016-01-18
851,Internet,Premium,2016-11-17,Kyiv,100-200 UAH,Inactive,5,2019-04-10
852,IoT,Economy,2016-11-07,Lviv,200-500 UAH,Potential,3,2013-07-06
853,Mobile,Standard,1987-04-03,Zaporizhzhia,500+ UAH,Active,3,2005-08-29
854,Mobile,Special,1970-11-17,Kharkiv,200-500 UAH,Inactive,4,2007-09-12
855,Fixed Line,Premium,1987-08-23,Zaporizhzhia,200-500 UAH,Active,2,2016-05-26
856,TV,Economy,1979-01-13,Kharkiv,500+ UAH,Active,4,2008-01-13
857,Fixed Line,Business,1983-04-18,Poltava,500+ UAH,Inactive,1,2000-03-05
858,Mobile,Economy,2001-04-06,Kyiv,200-500 UAH,Active,3,2002-04-24
859,IoT,Business,1992-02-21,Lviv,<100 UAH,Active,2,2006-04-01
860,Mobile,Standard,2006-10-16,Kharkiv,100-200 UAH,Inactive,3,2008-08-11
861,TV,Standard,2001-10-30,Lviv,500+ UAH,Inactive,5,2007-12-24
862,TV,Premium,1985-01-07,Kharkiv,200-500 UAH,Inactive,1,2017-08-30
863,Internet,Business,1986-03-08,Kyiv,100-200 UAH,Active,2,2004-11-07
864,IoT,Business,2009-11-18,Kyiv,100-200 UAH,Potential,4,2008-12-26
865,Fixed Line,Standard,1996-08-03,Lviv,<100 UAH,Inactive,1,2017-10-31
866,IoT,Economy,1976-05-13,Poltava,500+ UAH,Potential,4,2017-05-18
867,Internet,Economy,1999-04-26,Kyiv,500+ UAH,Potential,4,2004-06-29
868,Mobile,Premium,1976-11-23,Dnipro,<100 UAH,Active,4,2007-12-22
869,TV,Standard,2013-05-28,Kyiv,<100 UAH,Inactive,5,2003-06-04
870,Mobile,Standard,1976-06-17,Zaporizhzhia,100-200 UAH,Active,4,2001-12-21
871,Mobile,Special,2003-06-13,Odesa,100-200 UAH,Inactive,3,2012-02-20
872,Internet,Premium,2014-10-23,Kyiv,200-500 UAH,Inactive,2,2006-12-30
873,Fixed Line,Standard,1974-11-26,Lviv,100-200 UAH,Potential,2,2011-04-02
874,Mobile,Special,1996-06-29,Zaporizhzhia,<100 UAH,Active,1,2012-11-16
875,TV,Business,2017-11-15,Vinnytsia,100-200 UAH,Potential,3,2013-04-11
876,TV,Special,1983-11-21,Kharkiv,<100 UAH,Active,4,2020-08-09
877,Fixed Line,Standard,1984-01-17,Zaporizhzhia,<100 UAH,Potential,3,2005-02-20
878,Fixed Line,Economy,1993-06-27,Dnipro,<100 UAH,Inactive,4,2019-09-02
879,Internet,Premium,2017-05-09,Lviv,<100 UAH,Inactive,4,2001-02-14
880,IoT,Business,2010-01-09,Lviv,<100 UAH,Inactive,2,2000-08-31
881,TV,Economy,1983-07-21,Zaporizhzhia,<100 UAH,Active,5,2002-05-20
882,Mobile,Premium,1981-07-28,Kharkiv,<100 UAH,Inactive,1,2014-02-05
883,Internet,Business,1979-12-04,Kharkiv,100-200 UAH,Active,2,2011-08-13
884,Fixed Line,Business,1991-06-22,Poltava,500+ UAH,Potential,4,2003-07-20
885,Mobile,Standard,2010-05-15,Odesa,100-200 UAH,Potential,1,2003-03-29
886,IoT,Special,1977-08-11,Lviv,200-500 UAH,Potential,4,2011-08-06
887,Fixed Line,Economy,2000-10-31,Zaporizhzhia,500+ UAH,Inactive,2,2021-01-02
888,IoT,Special,1993-08-07,Dnipro,500+ UAH,Active,4,2004-01-01
889,IoT,Standard,2002-04-18,Odesa,200-500 UAH,Inactive,1,2005-09-04
890,TV,Standard,1990-02-28,Odesa,200-500 UAH,Inactive,4,2002-08-22
891,TV,Economy,2007-12-19,Dnipro,<100 UAH,Inactive,2,2013-01-08
892,IoT,Business,1986-01-15,Kharkiv,100-200 UAH,Active,4,2020-04-19
893,TV,Premium,2006-01-31,Kharkiv,500+ UAH,Active,1,2005-03-19
894,Fixed Line,Business,2017-12-13,Lviv,100-200 UAH,Inactive,3,2010-05-07
895,IoT,Special,1998-12-11,Odesa,100-200 UAH,Inactive,3,2019-11-17
896,IoT,Economy,2001-09-15,Dnipro,200-500 UAH,Active,5,2015-07-07
897,Internet,Standard,1996-03-22,Dnipro,<100 UAH,Inactive,5,2011-07-28
898,Internet,Business,1994-04-13,Zaporizhzhia,100-200 UAH,Active,2,2014-01-01
899,Internet,Economy,1978-06-03,Zaporizhzhia,200-500 UAH,Potential,4,2016-01-03
900,Internet,Premium,2004-05-09,Poltava,500+ UAH,Potential,4,2015-12-15
901,Mobile,Standard,2000-04-15,Dnipro,500+ UAH,Inactive,4,2010-08-15
902,Internet,Business,1997-08-17,Odesa,500+ UAH,Active,2,2006-03-01
903,Fixed Line,Standard,1985-04-24,Kyiv,500+ UAH,Active,2,2004-07-07
904,Mobile,Special,1989-09-17,Kyiv,200-500 UAH,Inactive,4,2020-02-13
905,Fixed Line,Premium,1991-08-24,Lviv,100-200 UAH,Inactive,1,2001-04-10
906,Internet,Premium,2002-11-08,Vinnytsia,100-200 UAH,Active,2,2007-05-20
907,IoT,Premium,2006-04-09,Poltava,100-200 UAH,Potential,5,2015-02-11
908,Mobile,Special,1985-08-21,Odesa,100-200 UAH,Inactive,1,2013-02-21
909,IoT,Business,2000-09-18,Vinnytsia,100-200 UAH,Active,3,2009-06-27
910,Fixed Line,Business,1988-07-04,Odesa,500+ UAH,Potential,4,2002-04-13
911,Fixed Line,Business,1994-03-31,Kyiv,200-500 UAH,Inactive,5,2003-01-21
912,Mobile,Business,1974-02-03,Kharkiv,100-200 UAH,Potential,5,2015-04-04
913,Fixed Line,Business,1998-11-30,Kyiv,200-500 UAH,Potential,5,2010-08-05
914,Mobile,Economy,2014-10-17,Vinnytsia,200-500 UAH,Inactive,5,2007-06-09
915,Fixed Line,Special,2017-08-21,Odesa,100-200 UAH,Active,4,2008-03-17
916,IoT,Premium,1986-09-21,Vinnytsia,500+ UAH,Active,5,2009-05-22
917,TV,Business,1978-07-02,Dnipro,100-200 UAH,Active,5,2014-12-17
918,Internet,Business,2018-10-19,Odesa,200-500 UAH,Potential,1,2013-02-28
919,Internet,Premium,2009-10-22,Poltava,500+ UAH,Potential,2,2001-07-17
920,TV,Premium,1984-08-25,Lviv,500+ UAH,Potential,3,2003-06-13
921,TV,Economy,1970-03-23,Kyiv,100-200 UAH,Inactive,4,2001-07-18
922,Mobile,Special,1983-03-15,Lviv,200-500 UAH,Inactive,3,2000-10-03
923,Fixed Line,Standard,2017-09-18,Kyiv,100-200 UAH,Inactive,3,2016-12-30
924,IoT,Economy,1993-09-12,Zaporizhzhia,<100 UAH,Potential,2,2018-08-21
925,Internet,Standard,1984-09-15,Kyiv,100-200 UAH,Inactive,4,2009-02-11
926,TV,Economy,1987-02-09,Lviv,500+ UAH,Inactive,1,2021-03-21
927,TV,Special,1981-06-14,Zaporizhzhia,100-200 UAH,Potential,2,2018-11-30
928,TV,Special,1998-03-31,Lviv,<100 UAH,Potential,5,2018-11-05
929,Fixed Line,Standard,1980-11-07,Dnipro,<100 UAH,Potential,5,2008-01-16
930,IoT,Business,2004-10-09,Vinnytsia,100-200 UAH,Active,3,2020-11-25
931,TV,Business,1993-08-15,Lviv,100-200 UAH,Inactive,1,2016-05-27
932,IoT,Business,1977-12-11,Kharkiv,<100 UAH,Inactive,3,2007-09-30
933,Internet,Standard,2019-05-22,Odesa,200-500 UAH,Potential,5,2019-06-20
934,Mobile,Business,1989-11-15,Vinnytsia,<100 UAH,Potential,4,2000-02-02
935,Mobile,Premium,1989-06-17,Dnipro,100-200 UAH,Active,2,2012-07-08
936,Internet,Premium,1992-02-17,Kyiv,<100 UAH,Inactive,1,2011-05-24
937,Mobile,Special,1980-11-14,Vinnytsia,500+ UAH,Potential,2,2001-10-16
938,TV,Standard,2018-02-09,Zaporizhzhia,500+ UAH,Active,2,2018-11-20
939,Fixed Line,Business,1991-03-19,Kharkiv,<100 UAH,Inactive,3,2006-03-03
940,Mobile,Premium,1999-04-16,Lviv,100-200 UAH,Potential,5,2008-03-29
941,Internet,Business,1986-12-13,Lviv,<100 UAH,Inactive,1,2010-05-29
942,Fixed Line,Economy,1994-01-05,Kharkiv,200-500 UAH,Active,2,2017-11-22
943,Internet,Business,2015-03-05,Odesa,<100 UAH,Inactive,1,2013-01-11
944,TV,Special,1978-05-17,Poltava,<100 UAH,Active,1,2012-05-08
945,Internet,Economy,2009-08-23,Zaporizhzhia,<100 UAH,Potential,5,2007-12-09
