id,category0,category1,category2,category3,details,price,date
502,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_optim,Деталі для infra telecom modern optim,8183,2023-05-09
503,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_sys_mgmt,Деталі для extra it outsource sys mgmt,1669,2023-09-26
504,staff,staff_admin,staff_admin_dev,staff_admin_dev_training,Деталі для staff admin dev training,9438,2024-10-01
505,support,support_client,support_client_training,support_client_training_seminars,Деталі для support client training seminars,4864,2024-10-27
506,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_sys_mgmt,Деталі для extra it outsource sys mgmt,1264,2024-01-07
507,staff,staff_admin,staff_admin_salary,staff_admin_salary_base,Деталі для staff admin salary base,6569,2023-12-30
508,admin,admin_office,admin_office_rent,admin_office_rent_parking,Деталі для admin office rent parking,1587,2024-04-20
509,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_life,Деталі для staff tech insurance life,9381,2024-02-21
510,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_access_ctrl,Деталі для extra it outsource access ctrl,7450,2023-12-04
511,staff,staff_support,staff_support_expenses,staff_support_expenses_travel,Деталі для staff support expenses travel,7416,2024-09-11
512,support,support_tech,support_tech_repair,support_tech_repair_devices,Деталі для support tech repair devices,9915,2023-09-29
513,staff,staff_admin,staff_admin_salary,staff_admin_salary_compensation,Деталі для staff admin salary compensation,2958,2024-03-29
514,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,9831,2023-07-10
515,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,6925,2023-05-23
516,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_sys_mgmt,Деталі для extra it outsource sys mgmt,1948,2023-10-29
517,admin,admin_marketing,admin_marketing_events,admin_marketing_events_promos,Деталі для admin marketing events promos,5646,2024-01-28
518,support,support_tech,support_tech_repair,support_tech_repair_devices,Деталі для support tech repair devices,2138,2024-10-07
519,support,support_client,support_client_training,support_client_training_seminars,Деталі для support client training seminars,4674,2023-12-20
520,admin,admin_office,admin_office_supplies,admin_office_supplies_cartridges,Деталі для admin office supplies cartridges,6661,2024-05-21
521,admin,admin_office,admin_office_rent,admin_office_rent_parking,Деталі для admin office rent parking,5249,2024-09-05
522,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_optim,Деталі для infra telecom modern optim,3946,2024-03-01
523,support,support_client,support_client_equip,support_client_equip_computers,Деталі для support client equip computers,8230,2023-03-14
524,support,support_tech,support_tech_repair,support_tech_repair_parts,Деталі для support tech repair parts,2531,2024-02-02
525,extra,extra_consult,extra_consult_info,extra_consult_info_research,Деталі для extra consult info research,1285,2023-09-22
526,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,2762,2023-11-30
527,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_replace,Деталі для infra telecom modern replace,8804,2024-09-13
528,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_config,Деталі для infra telecom serv config,8183,2024-04-21
529,infra,infra_cable,infra_cable_maint,infra_cable_maint_diagnostics,Деталі для infra cable maint diagnostics,1778,2024-07-29
530,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,2348,2023-10-31
531,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,8156,2023-07-20
532,extra,extra_consult,extra_consult_info,extra_consult_info_reviews,Деталі для extra consult info reviews,5577,2024-04-24
533,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,2447,2023-11-28
534,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_tv,Деталі для admin marketing ads tv,7748,2024-02-10
535,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_infra_mgmt,Деталі для extra it outsource infra mgmt,4740,2023-06-28
536,admin,admin_market,admin_market_research,admin_market_research_surveys,Деталі для admin market research surveys,1771,2024-02-10
537,admin,admin_office,admin_office_rent,admin_office_rent_parking,Деталі для admin office rent parking,1193,2023-06-11
538,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,5005,2023-09-19
539,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_fiber,Деталі для infra cable upgrade fiber,5875,2023-09-19
540,staff,staff_support,staff_support_bonus,staff_support_bonus_achiev,Деталі для staff support bonus achiev,4451,2023-12-28
541,infra,infra_base,infra_base_repair,infra_base_repair_equipment,Деталі для infra base repair equipment,3800,2024-02-28
542,support,support_tech,support_tech_repair,support_tech_repair_parts,Деталі для support tech repair parts,7796,2023-02-18
543,infra,infra_cable,infra_cable_maint,infra_cable_maint_diagnostics,Деталі для infra cable maint diagnostics,5987,2024-08-24
544,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_finance,Деталі для extra consult outsourcing finance,6482,2024-01-17
545,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,5912,2024-07-06
546,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,1182,2023-02-10
547,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_security,Деталі для extra it outsource security,6002,2023-11-29
548,extra,extra_consult,extra_consult_info,extra_consult_info_reviews,Деталі для extra consult info reviews,7132,2023-04-19
549,admin,admin_office,admin_office_supplies,admin_office_supplies_paper,Деталі для admin office supplies paper,7246,2023-09-07
550,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_finance,Деталі для extra consult outsourcing finance,4741,2024-03-06
551,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_firmware,Деталі для infra telecom modern firmware,5033,2023-11-20
552,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_replace,Деталі для infra telecom modern replace,2774,2024-02-16
553,admin,admin_office,admin_office_rent,admin_office_rent_parking,Деталі для admin office rent parking,8922,2024-10-16
554,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_optim,Деталі для infra telecom modern optim,4868,2023-04-15
555,staff,staff_admin,staff_admin_salary,staff_admin_salary_compensation,Деталі для staff admin salary compensation,5658,2023-04-28
556,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,4155,2024-03-29
557,support,support_client,support_client_equip,support_client_equip_computers,Деталі для support client equip computers,1386,2023-12-16
558,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,3466,2023-08-23
559,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_modules,Деталі для infra telecom purchase modules,6476,2023-08-01
560,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_check,Деталі для infra telecom serv check,8446,2024-02-12
561,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,2130,2024-10-19
562,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,9566,2023-03-14
563,extra,extra_security,extra_security_cyber,extra_security_cyber_monitoring,Деталі для extra security cyber monitoring,4259,2023-12-30
564,staff,staff_support,staff_support_expenses,staff_support_expenses_travel,Деталі для staff support expenses travel,6160,2023-03-04
565,support,support_tech,support_tech_update,support_tech_update_system,Деталі для support tech update system,2141,2024-09-03
566,admin,admin_office,admin_office_supplies,admin_office_supplies_furniture,Деталі для admin office supplies furniture,4361,2024-03-15
567,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,5928,2023-07-12
568,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,4273,2024-03-19
569,staff,staff_support,staff_support_expenses,staff_support_expenses_travel,Деталі для staff support expenses travel,2829,2024-07-29
570,extra,extra_security,extra_security_cyber,extra_security_cyber_monitoring,Деталі для extra security cyber monitoring,2054,2024-01-23
571,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,8069,2024-01-11
572,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,8939,2024-10-27
573,support,support_tech,support_tech_update,support_tech_update_compat,Деталі для support tech update compat,7591,2023-08-22
574,support,support_tech,support_tech_update,support_tech_update_compat,Деталі для support tech update compat,7268,2023-09-02
575,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,6668,2023-06-19
576,admin,admin_office,admin_office_rent,admin_office_rent_utilities,Деталі для admin office rent utilities,7789,2023-07-20
577,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,6619,2023-04-19
578,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,3352,2024-11-04
579,extra,extra_security,extra_security_guard,extra_security_guard_alarm,Деталі для extra security guard alarm,1946,2024-07-07
580,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,1340,2024-01-18
581,admin,admin_office,admin_office_supplies,admin_office_supplies_furniture,Деталі для admin office supplies furniture,1358,2024-05-13
582,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_modules,Деталі для infra telecom purchase modules,6004,2023-04-21
583,staff,staff_support,staff_support_bonus,staff_support_bonus_achiev,Деталі для staff support bonus achiev,7652,2023-09-30
584,support,support_tech,support_tech_update,support_tech_update_system,Деталі для support tech update system,7905,2023-06-14
585,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_legal,Деталі для extra consult outsourcing legal,4730,2023-03-05
586,support,support_client,support_client_equip,support_client_equip_software,Деталі для support client equip software,2708,2024-07-12
587,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_print,Деталі для admin marketing ads print,7538,2024-05-01
588,admin,admin_office,admin_office_rent,admin_office_rent_office,Деталі для admin office rent office,1557,2024-06-07
589,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_clean,Деталі для infra telecom serv clean,6867,2024-08-04
590,staff,staff_admin,staff_admin_salary,staff_admin_salary_base,Деталі для staff admin salary base,9125,2023-08-04
591,support,support_client,support_client_equip,support_client_equip_computers,Деталі для support client equip computers,7642,2024-04-09
592,support,support_client,support_client_equip,support_client_equip_software,Деталі для support client equip software,5699,2023-12-31
593,support,support_tech,support_tech_repair,support_tech_repair_parts,Деталі для support tech repair parts,2863,2023-04-26
594,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_legal,Деталі для extra consult outsourcing legal,4935,2023-05-27
595,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,8661,2023-10-14
596,staff,staff_admin,staff_admin_salary,staff_admin_salary_bonus,Деталі для staff admin salary bonus,5778,2024-07-19
597,staff,staff_admin,staff_admin_dev,staff_admin_dev_certification,Деталі для staff admin dev certification,1276,2023-07-23
598,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_pension,Деталі для staff tech insurance pension,1695,2023-10-13
599,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_modern,Деталі для infra cable upgrade modern,8537,2023-09-21
600,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_pension,Деталі для staff tech insurance pension,9733,2024-10-08
601,support,support_client,support_client_equip,support_client_equip_computers,Деталі для support client equip computers,7144,2024-07-02
602,extra,extra_consult,extra_consult_info,extra_consult_info_research,Деталі для extra consult info research,9448,2024-11-06
603,support,support_tech,support_tech_repair,support_tech_repair_devices,Деталі для support tech repair devices,5897,2024-01-19
604,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_print,Деталі для admin marketing ads print,2098,2023-12-21
605,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,6409,2023-02-14
606,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_remote_admin,Деталі для extra it outsource remote admin,6647,2023-03-07
607,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_firmware,Деталі для infra telecom modern firmware,8547,2024-10-17
608,admin,admin_marketing,admin_marketing_events,admin_marketing_events_expos,Деталі для admin marketing events expos,3555,2023-10-17
609,support,support_tech,support_tech_repair,support_tech_repair_diagnosis,Деталі для support tech repair diagnosis,5727,2024-07-20
610,support,support_tech,support_tech_repair,support_tech_repair_devices,Деталі для support tech repair devices,2588,2023-11-17
611,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,3828,2024-06-16
612,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,1182,2023-01-23
613,staff,staff_admin,staff_admin_dev,staff_admin_dev_certification,Деталі для staff admin dev certification,9851,2023-06-09
614,staff,staff_admin,staff_admin_dev,staff_admin_dev_certification,Деталі для staff admin dev certification,9244,2024-02-12
615,admin,admin_office,admin_office_rent,admin_office_rent_utilities,Деталі для admin office rent utilities,7919,2024-04-10
616,admin,admin_market,admin_market_research,admin_market_research_surveys,Деталі для admin market research surveys,5945,2023-12-20
617,support,support_client,support_client_equip,support_client_equip_computers,Деталі для support client equip computers,8758,2024-03-16
618,infra,infra_cable,infra_cable_upgrade,infra_cable_upgrade_replace,Деталі для infra cable upgrade replace,2809,2023-04-06
619,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_replace,Деталі для infra telecom modern replace,3437,2023-11-21
620,admin,admin_office,admin_office_supplies,admin_office_supplies_paper,Деталі для admin office supplies paper,9859,2024-10-12
621,infra,infra_base,infra_base_repair,infra_base_repair_parts,Деталі для infra base repair parts,5232,2024-11-04
622,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_tv,Деталі для admin marketing ads tv,3224,2023-07-17
623,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,9662,2023-08-06
624,extra,extra_consult,extra_consult_info,extra_consult_info_reviews,Деталі для extra consult info reviews,8094,2023-06-24
625,extra,extra_consult,extra_consult_outsourcing,extra_consult_outsourcing_legal,Деталі для extra consult outsourcing legal,4607,2024-06-06
626,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_servers,Деталі для infra telecom purchase servers,6832,2024-06-16
627,admin,admin_market,admin_market_research,admin_market_research_surveys,Деталі для admin market research surveys,2316,2023-04-11
628,admin,admin_office,admin_office_rent,admin_office_rent_utilities,Деталі для admin office rent utilities,2519,2024-10-19
629,support,support_tech,support_tech_repair,support_tech_repair_devices,Деталі для support tech repair devices,5072,2023-01-13
630,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,5424,2023-06-15
631,support,support_tech,support_tech_update,support_tech_update_system,Деталі для support tech update system,3016,2023-04-10
632,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_sys_mgmt,Деталі для extra it outsource sys mgmt,9353,2023-09-20
633,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_print,Деталі для admin marketing ads print,4220,2024-06-23
634,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,2548,2023-11-09
635,infra,infra_cable,infra_cable_maint,infra_cable_maint_preventive,Деталі для infra cable maint preventive,7708,2023-02-13
636,extra,extra_security,extra_security_cyber,extra_security_cyber_antivirus,Деталі для extra security cyber antivirus,4748,2023-04-12
637,staff,staff_admin,staff_admin_salary,staff_admin_salary_bonus,Деталі для staff admin salary bonus,1674,2024-01-22
638,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,9931,2024-01-13
639,admin,admin_marketing,admin_marketing_events,admin_marketing_events_promos,Деталі для admin marketing events promos,4923,2023-04-29
640,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,3745,2024-05-16
641,extra,extra_security,extra_security_guard,extra_security_guard_alarm,Деталі для extra security guard alarm,3792,2024-11-04
642,extra,extra_security,extra_security_guard,extra_security_guard_premises,Деталі для extra security guard premises,9224,2023-02-24
643,staff,staff_support,staff_support_bonus,staff_support_bonus_innov,Деталі для staff support bonus innov,4709,2023-01-12
644,support,support_client,support_client_equip,support_client_equip_computers,Деталі для support client equip computers,4718,2023-08-16
645,support,support_client,support_client_equip,support_client_equip_software,Деталі для support client equip software,7919,2023-08-13
646,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,9835,2024-09-07
647,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,6345,2024-02-16
648,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_security,Деталі для extra it outsource security,9707,2024-08-24
649,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_servers,Деталі для infra telecom purchase servers,7683,2023-10-05
650,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,8659,2023-07-18
651,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,8468,2023-12-05
652,support,support_client,support_client_training,support_client_training_seminars,Деталі для support client training seminars,8006,2024-02-16
653,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,7707,2023-04-12
654,admin,admin_office,admin_office_rent,admin_office_rent_utilities,Деталі для admin office rent utilities,5781,2023-08-30
655,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,8763,2023-12-27
656,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,2946,2023-01-15
657,extra,extra_security,extra_security_guard,extra_security_guard_cameras,Деталі для extra security guard cameras,8557,2023-10-21
658,staff,staff_admin,staff_admin_dev,staff_admin_dev_certification,Деталі для staff admin dev certification,2932,2023-08-11
659,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,1492,2023-08-23
660,admin,admin_office,admin_office_rent,admin_office_rent_utilities,Деталі для admin office rent utilities,5958,2024-10-29
661,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_tv,Деталі для admin marketing ads tv,3743,2023-03-31
662,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_antenna,Деталі для infra telecom purchase antenna,8186,2023-11-07
663,staff,staff_admin,staff_admin_dev,staff_admin_dev_training,Деталі для staff admin dev training,9988,2024-07-24
664,extra,extra_security,extra_security_guard,extra_security_guard_alarm,Деталі для extra security guard alarm,9436,2024-03-25
665,staff,staff_support,staff_support_bonus,staff_support_bonus_innov,Деталі для staff support bonus innov,3409,2023-01-08
666,admin,admin_market,admin_market_research,admin_market_research_demand,Деталі для admin market research demand,7976,2024-03-02
667,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_firmware,Деталі для infra telecom modern firmware,7236,2023-03-27
668,admin,admin_office,admin_office_rent,admin_office_rent_parking,Деталі для admin office rent parking,4619,2024-09-04
669,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_tv,Деталі для admin marketing ads tv,9148,2023-06-19
670,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_tv,Деталі для admin marketing ads tv,5444,2024-03-26
671,admin,admin_office,admin_office_rent,admin_office_rent_parking,Деталі для admin office rent parking,3787,2023-09-22
672,support,support_tech,support_tech_repair,support_tech_repair_parts,Деталі для support tech repair parts,4743,2024-08-23
673,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_tech_support,Деталі для extra it outsource tech support,3451,2024-09-20
674,support,support_client,support_client_training,support_client_training_seminars,Деталі для support client training seminars,4674,2023-01-17
675,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,1692,2023-04-01
676,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_health,Деталі для staff tech insurance health,9345,2024-02-08
677,admin,admin_market,admin_market_research,admin_market_research_demand,Деталі для admin market research demand,4786,2023-02-10
678,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,6520,2023-10-05
679,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,8423,2024-10-12
680,support,support_client,support_client_training,support_client_training_workshops,Деталі для support client training workshops,2132,2023-07-18
681,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,3179,2023-03-25
682,staff,staff_tech,staff_tech_salary,staff_tech_salary_base,Деталі для staff tech salary base,1614,2024-07-11
683,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_tv,Деталі для admin marketing ads tv,1270,2024-02-25
684,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_config,Деталі для infra telecom serv config,4607,2024-06-19
685,staff,staff_support,staff_support_bonus,staff_support_bonus_innov,Деталі для staff support bonus innov,7614,2023-06-30
686,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,1580,2023-09-11
687,extra,extra_security,extra_security_guard,extra_security_guard_premises,Деталі для extra security guard premises,4832,2024-07-19
688,extra,extra_consult,extra_consult_info,extra_consult_info_reviews,Деталі для extra consult info reviews,4156,2023-11-13
689,admin,admin_market,admin_market_research,admin_market_research_surveys,Деталі для admin market research surveys,9533,2023-02-07
690,support,support_client,support_client_equip,support_client_equip_software,Деталі для support client equip software,4240,2023-12-09
691,staff,staff_admin,staff_admin_dev,staff_admin_dev_certification,Деталі для staff admin dev certification,7680,2023-04-22
692,support,support_client,support_client_equip,support_client_equip_computers,Деталі для support client equip computers,5591,2024-01-14
693,admin,admin_market,admin_market_research,admin_market_research_demand,Деталі для admin market research demand,9501,2024-10-22
694,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_config,Деталі для infra telecom serv config,4273,2023-02-01
695,support,support_tech,support_tech_repair,support_tech_repair_diagnosis,Деталі для support tech repair diagnosis,9712,2024-10-12
696,staff,staff_admin,staff_admin_salary,staff_admin_salary_base,Деталі для staff admin salary base,6679,2024-03-11
697,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_antenna,Деталі для infra telecom purchase antenna,3800,2023-07-10
698,infra,infra_telecom,infra_telecom_purchase,infra_telecom_purchase_antenna,Деталі для infra telecom purchase antenna,8361,2023-04-14
699,support,support_tech,support_tech_repair,support_tech_repair_devices,Деталі для support tech repair devices,1406,2024-01-13
700,extra,extra_security,extra_security_guard,extra_security_guard_premises,Деталі для extra security guard premises,4489,2024-04-21
701,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,2363,2023-11-04
702,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_tech_support,Деталі для extra it outsource tech support,9752,2023-03-17
703,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_infra_mgmt,Деталі для extra it outsource infra mgmt,8106,2024-04-18
704,admin,admin_marketing,admin_marketing_ads,admin_marketing_ads_tv,Деталі для admin marketing ads tv,9234,2024-02-23
705,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_life,Деталі для staff tech insurance life,5796,2023-11-11
706,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_infra_mgmt,Деталі для extra it outsource infra mgmt,1992,2023-06-17
707,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,7426,2023-12-02
708,extra,extra_security,extra_security_guard,extra_security_guard_alarm,Деталі для extra security guard alarm,3763,2024-08-14
709,support,support_client,support_client_equip,support_client_equip_computers,Деталі для support client equip computers,4731,2023-04-05
710,admin,admin_market,admin_market_research,admin_market_research_demand,Деталі для admin market research demand,4093,2023-11-09
711,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_security,Деталі для extra it outsource security,8951,2024-08-17
712,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,1112,2023-01-12
713,extra,extra_it_outsource,extra_it_outsource_sys_mgmt,extra_it_outsource_tech_support,Деталі для extra it outsource tech support,1139,2024-02-05
714,infra,infra_base,infra_base_repair,infra_base_repair_servicing,Деталі для infra base repair servicing,8236,2023-04-28
715,support,support_client,support_client_equip,support_client_equip_headsets,Деталі для support client equip headsets,4951,2024-05-03
716,support,support_tech,support_tech_repair,support_tech_repair_devices,Деталі для support tech repair devices,3606,2024-03-27
717,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,3438,2024-08-13
718,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,5855,2024-02-08
719,extra,extra_security,extra_security_guard,extra_security_guard_cameras,Деталі для extra security guard cameras,5456,2024-07-22
720,staff,staff_admin,staff_admin_salary,staff_admin_salary_bonus,Деталі для staff admin salary bonus,7160,2023-11-18
721,staff,staff_tech,staff_tech_insurance,staff_tech_insurance_life,Деталі для staff tech insurance life,2988,2023-03-23
722,staff,staff_tech,staff_tech_salary,staff_tech_salary_compensation,Деталі для staff tech salary compensation,6808,2023-07-23
723,support,support_client,support_client_equip,support_client_equip_headsets,Деталі для support client equip headsets,9399,2024-05-28
724,admin,admin_marketing,admin_marketing_events,admin_marketing_events_expos,Деталі для admin marketing events expos,9345,2024-03-14
725,support,support_client,support_client_training,support_client_training_workshops,Деталі для support client training workshops,7163,2024-07-06
726,admin,admin_market,admin_market_research,admin_market_research_surveys,Деталі для admin market research surveys,3849,2023-05-14
727,support,support_tech,support_tech_repair,support_tech_repair_parts,Деталі для support tech repair parts,8519,2024-07-13
728,infra,infra_telecom,infra_telecom_serv,infra_telecom_serv_clean,Деталі для infra telecom serv clean,8619,2023-03-06
729,support,support_tech,support_tech_repair,support_tech_repair_diagnosis,Деталі для support tech repair diagnosis,5757,2024-07-13
730,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_access_ctrl,Деталі для extra it outsource access ctrl,9801,2024-02-18
731,infra,infra_base,infra_base_rent,infra_base_rent_space,Деталі для infra base rent space,5396,2023-03-09
732,infra,infra_base,infra_base_rent,infra_base_rent_utilities,Деталі для infra base rent utilities,2920,2024-10-11
733,admin,admin_office,admin_office_rent,admin_office_rent_parking,Деталі для admin office rent parking,8071,2023-09-19
734,infra,infra_cable,infra_cable_maint,infra_cable_maint_diagnostics,Деталі для infra cable maint diagnostics,3101,2024-02-23
735,admin,admin_market,admin_market_research,admin_market_research_competitors,Деталі для admin market research competitors,8294,2024-02-13
736,admin,admin_market,admin_market_research,admin_market_research_surveys,Деталі для admin market research surveys,4676,2024-01-14
737,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_optim,Деталі для infra telecom modern optim,1859,2023-02-12
738,infra,infra_base,infra_base_rent,infra_base_rent_land,Деталі для infra base rent land,9560,2023-05-31
739,admin,admin_market,admin_market_research,admin_market_research_surveys,Деталі для admin market research surveys,7136,2024-01-01
740,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_access_ctrl,Деталі для extra it outsource access ctrl,9252,2023-11-10
741,infra,infra_telecom,infra_telecom_modern,infra_telecom_modern_firmware,Деталі для infra telecom modern firmware,2526,2024-10-11
742,staff,staff_admin,staff_admin_salary,staff_admin_salary_compensation,Деталі для staff admin salary compensation,6283,2024-03-18
743,extra,extra_security,extra_security_guard,extra_security_guard_cameras,Деталі для extra security guard cameras,1869,2024-08-25
744,support,support_tech,support_tech_update,support_tech_update_license,Деталі для support tech update license,8240,2024-05-23
745,support,support_client,support_client_training,support_client_training_courses,Деталі для support client training courses,5027,2024-07-02
746,infra,infra_cable,infra_cable_maint,infra_cable_maint_diagnostics,Деталі для infra cable maint diagnostics,3817,2024-03-20
747,staff,staff_support,staff_support_expenses,staff_support_expenses_meals,Деталі для staff support expenses meals,3041,2024-02-24
748,staff,staff_support,staff_support_expenses,staff_support_expenses_travel,Деталі для staff support expenses travel,8697,2023-03-04
749,support,support_tech,support_tech_repair,support_tech_repair_parts,Деталі для support tech repair parts,7915,2023-08-02
750,extra,extra_it_outsource,extra_it_outsource_infra_mgmt,extra_it_outsource_security,Деталі для extra it outsource security,8296,2023-01-03
751,staff,staff_tech,staff_tech_salary,staff_tech_salary_bonus,Деталі для staff tech salary bonus,6103,2024-10-06
752,infra,infra_cable,infra_cable_maint,infra_cable_maint_check,Деталі для infra cable maint check,1241,2024-03-30
753,support,support_client,support_client_training,support_client_training_seminars,Деталі для support client training seminars,1802,2023-03-10
